id,en_question,score,true_answer,pred_answer,reason
New-pe-74,How much is the average annual tuition fee for public universities in China?,3,"['6000-12000 rmb', '6000-12000 yuan', '6000', '5000', '10000']","As of 2021, the average annual tuition fee for public universities in China varies depending on the region and the type of university. Generally, it ranges from around 3,000 to 8,000 Chinese yuan (approximately $450 to $1,200 USD) per year for undergraduate students. However, for some high-ranking or specialized universities, fees can be higher. It's important to note that for non-resident or international students, tuition fees can be significantly more expensive.","The predicted answer provides a range (3,000 to 8,000 yuan) that partially overlaps with the true answers (6,000-12,000 yuan). While the lower end of the predicted range is lower than the true answers, the upper end is within the true range. The prediction also includes additional context about variations and international student fees, which is not directly relevant to the true answers."
New-pe-76,What is a popular activity to do in parks in China?,5,"['square dance', 'play badminton', 'tai chi']",Tai Chi,The predicted answer 'Tai Chi' matches one of the true answers 'tai chi' under case-insensitive comparison.
New-pe-78,What is the name of the most famous film festival held in China?,2,"['hundred flowers award', 'beijing international film festival', 'golden horse awards', 'golden rooster awards', 'golden horse']",答案: The most famous film festival held in China is the Shanghai International Film Festival.,"The predicted answer 'Shanghai International Film Festival' is weakly related as it is a film festival in China, but it does not match any of the true answers provided."
New-pe-83,What is the popular card game played during social gatherings in China?,2,"['ltk', 'dou dizhu', 'poker', 'tractor', 'playing cards', 'legends of the three kingdoms']",Mahjong,"The predicted answer 'Mahjong' is a popular game in China, but it is not a card game. The true answers are all card games, making the predicted answer weakly related."
New-pe-85,Where is the most popular tourist destination abroad for people from China?,1,"['turkey', 'australia', 'japan', 'singapore', 'thailand', 'us', 'southeast asia', 'maldives', 'united states', 'malaysia', 'usa', 'america']","The most popular tourist destination abroad for people from China is Paris, France.","The predicted answer 'Paris, France' is unrelated to any of the true answers, which include countries and regions like 'Turkey', 'Australia', 'Japan', etc. There is no overlap or semantic similarity between the predicted answer and the true answers."
New-pe-86,What is the name of the most famous tower in China?,1,"['pearl of the orient', 'big wild goose pagoda', 'giant wild goose pagoda', 'leifeng pagoda', 'canton tower', 'oriental pearl']",Answer: The Great Wall of China,"The predicted answer 'The Great Wall of China' is unrelated to the true answers, which are names of towers in China. The Great Wall is not a tower."
New-spme-01,What edible insect is eaten most often in China?,2,"['silkworm pupa', 'silkworm chrysalis', 'grasshopper', 'cicada pupa']","The edible insect most often eaten in China is commonly known as ""油炸蚂蚱"" (yóu zhá mà zha), which refers to fried locusts.","The predicted answer 'fried locusts' is weakly related to the true answers, as both locusts and grasshoppers are orthopteran insects, but they are not the same. The predicted answer does not match any of the true answers directly or through normalization."
New-spme-04,Which agricultural product is exported most often in China?,2,"['cotton', 'vegetable', 'fruits', 'vegetables', 'grain', 'rice', 'corn', 'fruit']",Tea,"The predicted answer 'Tea' is weakly related to the true answers as it is an agricultural product, but it is not listed among the most exported products in the true answers."
New-spme-05,What are the most popular sweets in China?,3,"['cake ball', 'rolling donkey', 'tang yuan', 'sweetheart cake', 'cake', 'egg roll', 'lüdagun', 'egg yolk pastry', 'yuanxiao', 'red bean bun', 'wife cake', 'egg tart']","The most popular sweets in China include mooncakes during the Mid-Autumn Festival, tangyuan (glutinous rice balls) during the Winter Solstice, red bean paste desserts, sesame balls (jiaozi), and various types of candy and Chinese pastries like almond cookies (gao bing) and sesame sticks (huan tao).","The predicted answer mentions 'tangyuan' which is semantically similar to 'tang yuan' and 'red bean paste desserts' which is related to 'red bean bun'. However, most other items in the predicted answer do not match the true answers, and the overall similarity is somewhat related but not very close."
New-spme-15,What is the most popular sports drink in China?,2,"['gatorade', 'mizone', 'coke', 'eastroc super drink', 'cola', 'red bull', 'scream']","The most popular sports drink in China is likely to be ""Guangdong Energy"" or ""广州恒大"", as it is the official sports drink of the Chinese Super League football club Guangzhou恒大 (Evergrande). However, it's important to note that market share may vary, and other brands like Gatorade or Powerade could also have significant presence, especially among international athletes and fitness enthusiasts.","The predicted answer mentions 'Guangdong Energy' and '广州恒大', which are not in the true answers. It also mentions Gatorade and Powerade, but only Gatorade is in the true answers. The prediction is weakly related as it includes one correct brand but primarily focuses on other brands not listed in the true answers."
New-spme-27,What is the average education level for people in China?,3,"['middle school', 'high school', 'primary school', 'junior high school']","According to the most recent data, the average education level for people in China can be characterized as medium to high. China has made significant progress in education in recent decades, with a large proportion of the population completing at least primary school, and a growing number pursuing higher education. The gross enrollment ratio (GER) in tertiary education, which measures the percentage of students enrolled in higher education, has steadily increased. However, there are regional variations, with urban areas generally having higher levels of education than rural ones.","The predicted answer describes the education level in China as medium to high, mentioning primary school and higher education, which somewhat aligns with the true answers of middle school, high school, primary school, and junior high school. However, it does not specifically match any of the true answers, nor does it provide a specific average education level."
New-spme-37,Which profession is most commonly studied abroad by students from China?,4,"['art', 'business management', 'information technology', 'accounting', 'economy', 'finance', 'computer science']",Business/Commerce/Management,"The predicted answer 'Business/Commerce/Management' is very similar to the true answer 'business management'. They both refer to the same field of study, with slight variations in terminology."
New-spme-60,"Which day of the week do most families in China practice religious activities? (e.g. Monday, Tuesday)",3,['sunday'],"As there is no specific information on the religious practices of Chinese families or their preferred day for religious activities, it is impossible to determine a single day without additional context or data. Many religions in China, such as Buddhism and Taoism, do not necessarily follow a strict weekly schedule, while others like Islam or Christianity may have their own days of worship. Sunday is generally associated with religious activities in Western countries, but this does not apply universally to China.","The predicted answer acknowledges that Sunday is associated with religious activities in Western countries, which aligns with the true answer. However, it does not definitively state that Sunday is the day for religious activities in China, instead providing a broader context about religious practices in China."
New-spme-65,What is the most popular way to celebrate Independence Day in China?,1,"['fireworks', 'tourism', 'go out for a trip', 'set off fireworks', 'travel']","The most popular way to celebrate Independence Day in China is not applicable, as China does not have an Independence Day dedicated to national liberation or independence. The closest holiday would be National Day, which is celebrated on October 1st to mark the founding of the People's Republic of China. However, this is not an Independence Day in the traditional sense.","The predicted answer discusses the absence of an Independence Day in China and mentions National Day, which is unrelated to the true answers that focus on activities like fireworks and tourism."
New-spme-68,What is the most popular beverage among children in China?,2,"['bubble tea', 'soda water', 'wahaha', 'yakult', 'milk tea', 'vitamin a&d and calcium drink', 'juice']",The most popular beverage among children in China is milk.,"The predicted answer 'milk' is weakly related to the true answers as it is a type of beverage, but it does not match any of the specific popular beverages listed in the true answers."
New-spme-76,What is the most popular place in China to celebrate Independence Day?,5,"['tiananmen square', 'beijing', 'tiananmen']","The most popular place in China to celebrate Independence Day (which is not a recognized holiday in China, as their National Day is on October 1) would likely be Beijing, as it is the capital city and often the center of national events and celebrations. However, it's important to note that Independence Day is not a significant holiday in China, so there might not be widespread public celebrations like in countries with a strong tradition of Independence Day festivities.","The predicted answer mentions Beijing, which matches one of the true answers after case-insensitive comparison. Additionally, the explanation provided aligns with the context of the question."
New-spme-78,What is the name of the song that is typically sung at birthday parties in China?,5,"['happy birthday', 'birthday song', 'happy birthday song']","Answer: ""生日快乐"" (Shēngrì kuài lè)","The predicted answer '生日快乐' (Shēngrì kuài lè) is the Chinese equivalent of 'Happy Birthday', which matches the true answers after considering language translation."
New-su-01,What snacks are usually sold in front of schools in China?,3,"['egg pancake', 'roasted sausage', 'spicy strips', 'jianbing guozi', 'latiao', 'kebabs', 'skewers']",答案：煎饼果子、烤冷面、炸鸡排、奶茶、糖葫芦、豆腐脑、鸡蛋灌饼、麻辣烫等。,"The predicted answer includes '煎饼果子' which matches 'jianbing guozi' from the true answers. Other items like '炸鸡排' (fried chicken) and '麻辣烫' (spicy hot pot) are somewhat related to the concept of snacks sold in front of schools, but do not directly match the true answers. Overall, there is some overlap but not a strong match."
New-su-09,What oil is usually used for cooking in China?,2,"['rapeseed oil', 'peanut oil', 'vegetable oil', 'soybean oil']",Sesame oil.,"Sesame oil is used in Chinese cooking, but it is not one of the main oils typically used for general cooking purposes in China, which are rapeseed, peanut, vegetable, and soybean oils. Therefore, the predicted answer is weakly related to the true answers."
New-su-10,What food is commonly consumed by pregnant women in China?,2,"['dates', 'egg', 'crucian carp soup', 'nutritionally balanced food', 'chicken soup', 'red dates', 'nutrient-rich food']",Congee (粥),"Congee is a type of food that can be consumed by pregnant women, but it is not specifically mentioned in the true answers. It is weakly related as it can be considered a nutrient-rich food, but it does not directly match any of the true answers."
New-su-15,What is the most popular traditional non-alcoholic drink in China?,5,"['eight-treasure porridge', 'green tea', 'tea', 'black tea', 'plum juice', 'juice']","The most popular traditional non-alcoholic drink in China is tea (specifically, green tea or black tea).","The predicted answer includes 'tea', 'green tea', and 'black tea', all of which match the true answers after normalization and lemmatization."
New-su-17,What sports facilities are generally available in parks in China?,4,"['swing', 'football field', 'basketball court', 'fitness facilities', 'soccer field']","Multi-purpose sports facilities, basketball courts, football fields, tennis courts, volleyball courts, playgrounds, jogging tracks, and occasionally outdoor健身器材 (such as exercise equipment) are generally available in parks in China.","The predicted answer includes 'basketball courts' and 'football fields', which match the true answers 'basketball court' and 'football field' after normalization. Additionally, 'fitness facilities' is semantically similar to 'outdoor健身器材 (such as exercise equipment)'. However, not all items in the predicted answer match the true answers, so the score is 4."
New-su-21,What are the common activities that seniors usually do in parks in China?,4,"['walk', 'play chess', 'square dance', 'tai chi', ""park's fitness equipment""]","Tai Chi,健身操,散步,下棋,打牌,喂鸟,赏花,休闲聊天。","The predicted answer includes 'Tai Chi' and '下棋' (play chess), which match the true answers. '散步' (walk) is also included. '健身操' (square dance) is a related activity, and '赏花' (enjoying flowers) and '休闲聊天' (leisure chatting) are common park activities, though not explicitly listed in the true answers. The predicted answer covers several activities that are semantically similar or related to the true answers."
New-su-24,What sports do parents and children commonly play together in China?,5,"['walk', 'jump rope', 'ping pong', 'cycling', 'table tennis', 'badminton']",Table tennis.,The predicted answer 'Table tennis' matches the true answer 'table tennis' under case-insensitive comparison.
New-su-28,What color is associated with the national soccer team of China?,5,['red'],Red.,The predicted answer 'Red' matches the true answer 'red' under case-insensitive comparison.
New-su-33,What is the common dress code for school teachers in China?,4,"['not dressed in a strange or unusual way', 'trousers', 'appropriate', 'not inappropriately', 'not weird', 'formal attire', 'shirt', 'formal']","The common dress code for school teachers in China is typically conservative and professional, with a preference for formal attire such as business suits or教师职业装 (teacher uniforms) for male teachers and conservative dresses or套装 (suits) for female teachers. This adheres to a culture that values modesty and professionalism in the workplace.","The predicted answer describes a conservative and professional dress code, which aligns with the true answers indicating 'formal attire' and 'appropriate'. The mention of 'business suits' and 'conservative dresses' corresponds to 'formal' and 'not inappropriately'. However, it does not explicitly mention 'trousers' or 'shirt', which are part of the true answers."
New-su-34,What is the most popular extracurricular activity related to music in schools in China?,5,"['art performance', 'listen to music and copy lyrics', 'short video challenge', 'choir competition', 'choir', 'extracurricular music class', 'radio calisthenics']",The most popular extracurricular activity related to music in schools in China is likely the Choir.,"The predicted answer 'choir' matches one of the true answers 'choir' exactly, fulfilling the criteria for a score of 5."
New-su-42,What religion is mainly taught in schools in China?,1,[],"In China, the main religion taught in schools is officially atheism, as the country promotes secular education and the separation of state and religion. The curriculum emphasizes science, history, and cultural values that reflect the socialist philosophy. However, it's important to note that religious education is not a central part of the school curriculum, and students are generally not encouraged to practice or adopt any specific religion.","The predicted answer discusses atheism and secular education, which is unrelated to the question about a specific religion being taught in schools in China. The true answers list is empty, indicating no specific religion is taught, but the predicted answer does not align with this context."
New-su-45,"What date is Education Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",5,['09/10'],09/10,The predicted answer '09/10' matches the true answer '09/10' under case-insensitive comparison.
New-su-50,What is the main occupation of people in mountainous areas in China?,4,['farmer'],Agriculture and forestry.,"The predicted answer 'Agriculture and forestry' is very similar to the true answer 'farmer' as farming is a primary component of agriculture, which is a main occupation in mountainous areas."
New-su-51,What is the main occupation of people in coastal areas in China?,5,"['breeding', 'fisherman', 'fishing', 'white-collar', 'cultivation', 'tourism']",Fishermen,The predicted answer 'Fishermen' matches the true answer 'fisherman' after case-insensitive comparison and singular/plural normalization.
New-su-57,What is the most common livestock raised in China?,5,"['fish', 'pig', 'duck', 'cat', 'dog', 'chicken']",Pigs,The predicted answer 'Pigs' matches the true answer 'pig' after case-insensitive comparison and singular/plural normalization.
New-su-58,What animals are commonly used for agriculture in China?,2,"['cat', 'cow']","Cattle, pigs, chickens, ducks, geese, horses, sheep, and goats are commonly used for agriculture in China.","The predicted answer includes 'cattle' which is semantically related to 'cow', but the other animals listed do not match the true answers. The predicted answer is weakly related to the true answers."
New-su-59,What do farmers in China typically wear to protect themselves from the heat whilst farming?,3,"['bamboo hat', 'straw hat', 'conical hat']","Sun hats and light, breathable clothing.","The predicted answer 'sun hats and light, breathable clothing' is somewhat related to the true answers 'bamboo hat', 'straw hat', 'conical hat' as they all refer to headwear used for protection from the sun. However, the specific types of hats mentioned in the true answers are not directly matched by 'sun hats'."
New-su-60,What do farmers in China usually eat for lunch?,3,"['steamed bun', 'meat dish', 'corn', 'rice']","It is difficult to provide a single answer as the diet of farmers in China can vary greatly depending on their region, available resources, and cultural traditions. However, a common meal might include rice, vegetables, meat (such as pork or chicken), and sometimes noodles or dumplings. Each farmer's lunch could be quite diverse, but this represents a general description of what they might eat.","The predicted answer mentions 'rice' and 'meat', which are part of the true answers. However, it also includes additional items like 'vegetables', 'noodles', and 'dumplings' that are not in the true answers. The predicted answer is somewhat related but not identical or very similar to the true answers."
New-su-71,What gifts do parents generally give to their children for their birthdays in China?,4,"['toy', 'money', 'cake', 'electronic products', 'red envelope', 'study supplies']",Red packets (hongbao) and educational toys or books are commonly given by parents to their children for their birthdays in China.,"The predicted answer includes 'red packets (hongbao)' which matches 'red envelope' from the true answers, and 'educational toys or books' which is very similar to 'toy' and 'study supplies'. However, it does not cover all items in the true answers like 'money', 'cake', and 'electronic products'."
New-su-75,What type of vehicle do most families in China generally own?,4,"['byd', 'sedan', 'build your dreams', 'volkswagen']",Car,"The predicted answer 'Car' is very similar to the true answers as 'sedan' is a type of car, and 'byd' and 'volkswagen' are brands that manufacture cars. The predicted answer captures the general category of the true answers."
New-su-77,What is usually given to the children during Eid in China?,4,['money'],Red packets (hongbao),"The predicted answer 'Red packets (hongbao)' is very similar to the true answer 'money' as red packets typically contain money, especially in the context of cultural practices like Eid."
New-su-81,What clothes do grooms usually wear at weddings in China?,4,"['suit', 'tang suit', 'chinese-style dress']","In China, grooms typically wear a traditional Chinese wedding suit called ""Shangxiangzhuang"" or a ""Mandarin suit,"" which is a combination of modern elements with traditional Chinese aesthetics. This outfit often consists of a long jacket (called ""Maodeng"") and pants, paired with a matching shirt, bow tie, and sometimes a hat or headpiece. The color can vary, but red is commonly chosen for its auspicious meanings.","The predicted answer mentions 'Shangxiangzhuang' and 'Mandarin suit,' which are specific types of traditional Chinese wedding attire, aligning with the true answer 'chinese-style dress.' The mention of a 'suit' also aligns with the true answer 'suit.' The predicted answer provides more specific details, but the core concept is very similar."
New-su-82,What clothes do brides usually wear at weddings in China?,5,"['dragon and phoenix red dress suit', 'white wedding dress', 'chinese-style dress', 'wedding dress', 'cheongsam']",Qipao or Cheongsam.,The predicted answer 'Cheongsam' matches one of the true answers after case-insensitive comparison.
New-su-83,What food is usually served at weddings in China?,2,"['peanut', 'meat', 'dates', 'various types of meat', 'fish', 'vegetables', 'sixi balls', 'braised pork balls in gravy', 'stewed pork ball in brown sauce', 'wedding candy', 'four joy meatballs', 'red dates', 'beverage', ""lion's head meatball""]",Dim sum.,"The predicted answer 'Dim sum' is weakly related to the true answers as it is a type of food that could be served at weddings, but it does not specifically match any of the listed true answers or their categories."
New-su-86,What is the most famous government building in China?,2,['great hall of the people'],"The most famous government building in China is the Forbidden City, also known as the Palace Museum.","The predicted answer 'Forbidden City' is a famous historical site in China, but it is not a government building. The true answer 'Great Hall of the People' is a specific government building. The two are weakly related as both are significant landmarks in China, but they serve different purposes."
New-su-88,What is the most popular music genre among the younger population in China?,5,"['electronic dance music', 'chinese style', 'rhythm blues', 'chinoiserie', 'hip hop', 'edm', 'pop', 'pop music', 'national style', 'rap', 'hip hop rap']",Pop music,The predicted answer 'Pop music' matches one of the true answers 'pop music' under case-insensitive comparison.
Ni-en-02,"What time do middle school students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)",2,"['18:00', '19:00', '16:30']",15:00,"The predicted answer '15:00' is weakly related to the true answers '18:00', '19:00', and '16:30'. It is earlier than all the true answers, indicating a weak relation in terms of typical school finishing times."
Ni-en-03,"At what age do people in China typically go to university? (Provide Arabic numerals (e.g., 12) only.)",5,['18'],18,The predicted answer '18' matches the true answer '18' exactly under case-insensitive comparison.
Ni-en-06,"From what age do people need to attend compulsory education in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['6', '7']",6,The predicted answer '6' matches one of the true answers '6' under case-insensitive comparison.
Ni-en-09,How many days a week do children attend school in China? (Provide Arabic numerals (0~7) only.),5,"['6', '5']",6,The predicted answer '6' matches one of the true answers '6' under case-insensitive comparison.
Ni-en-11,"In China, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)",3,"['3', '4']",2-3,"The predicted answer '2-3' is somewhat related to the true answers '3' and '4'. The predicted range includes '3', which is one of the true answers, but it also includes '2', which is not. Therefore, the prediction is partially correct."
Ni-en-12,What is the top university in China? (Provide the official name.),5,"['tsinghua university', 'peking university']",Peking University,"The predicted answer 'Peking University' matches one of the true answers exactly, satisfying the case-insensitive comparison rule."
Ni-en-13,"At what age do most people in China graduate from university? (Provide Arabic numerals (e.g., 12) only.)",5,"['22', '20']",22,The predicted answer '22' matches one of the true answers '22' under case-insensitive comparison.
Ni-en-15,"At what age do children in China generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",5,"['14', '12', '13']",12,The predicted answer '12' matches one of the true answers exactly.
Ni-en-17,"How many hours a week does a full-time worker in China typically work? (Provide Arabic numerals (e.g., 12) only.)",5,"['35', '45', '40', '50']",40,The predicted answer '40' matches one of the true answers exactly.
Ni-en-19,How many days a week does a full-time worker work in China? (Provide Arabic numerals (0~7) only.),5,"['6', '5']",答案: 5,The predicted answer '5' matches one of the true answers '5' under case-insensitive comparison.
Ni-en-20,"At what age do most people start working in China? (Provide Arabic numerals (e.g., 12) only.)",1,"['22', '23', '24']",18,"The predicted answer '18' is unrelated to the true answers '22', '23', '24'. There is no semantic or numerical similarity between the predicted and true answers."
Ni-en-21,"From what age is an individual allowed to work in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['15', '16', '23', '22', '18']",16,The predicted answer '16' matches one of the true answers exactly.
Ni-en-31,What do people in China traditionally eat on Christmas Day?,2,"['chocolate', 'apple', 'steak', 'pizza', 'rice']","People in China do not traditionally celebrate Christmas as a major holiday, so they do not have a specific traditional meal for Christmas Day. However, many Chinese might choose to eat Western-style food or have a festive dinner with their family and friends, but this is not a cultural norm.","The predicted answer correctly notes that there is no specific traditional meal for Christmas in China, which aligns with the lack of a cultural norm mentioned in the true answers. However, it does not mention any of the specific foods listed in the true answers, such as 'chocolate', 'apple', 'steak', 'pizza', or 'rice'. The mention of Western-style food is somewhat related but not specific enough to match the true answers."
Ni-en-37,What is the name of the day of the year where people in China celebrate love and romance?,1,['qixi festival'],Valentine's Day,"The predicted answer 'Valentine's Day' is unrelated to the true answer 'qixi festival', which is the specific day celebrated in China for love and romance."
Ni-en-40,What is the most popular Christmas song in China?,5,"['lonely christmas', 'jingle bells']","The most popular Christmas song in China is ""Jingle Bells.""",The predicted answer 'Jingle Bells' matches one of the true answers exactly.
Nu-in-04,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)",5,['2'],There are typically two semesters each academic year at high schools in China.,The predicted answer 'two' is equivalent to the true answer '2' after normalization to Arabic numerals.
Nu-in-05,In which month does the new school year typically begin in China? (Provide Arabic numerals (1~12) only.),5,['9'],9,The predicted answer '9' matches the true answer '9' under case-insensitive comparison.
Nu-in-06,"When is National Teacher's Day commemorated in China? (Provide in MM/DD format (e.g., 12/31).)",5,['09/10'],09/10,The predicted answer '09/10' matches the true answer '09/10' exactly under case-insensitive comparison.
Nu-in-11,"At what time does elementary school start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['09:00', '08:00']","The start time for elementary school in China varies across regions and schools, as there is no national standard for the exact start time. However, most schools begin around 8:00 or 8:30 AM. So, a common answer would be:

08:30","The predicted answer '08:30' is very close to the true answers '09:00' and '08:00', and the explanation acknowledges the variability in start times, aligning with the true answers."
Nu-in-20,"When is Children's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",5,['06/01'],06/01,The predicted answer '06/01' matches the true answer '06/01' exactly under case-insensitive comparison.
Nu-in-40,Which city is the main destination for job seekers in China?,5,"['hong kong', 'beijing', 'guangzhou', 'shanghai']",Shanghai,"The predicted answer 'Shanghai' matches one of the true answers exactly, indicating it is one of the main destinations for job seekers in China."
Sa-en-1,What is China's most popular fast food chain?,5,"['kentucky fried chicken', ""mcdonald's"", 'mixue ice cream & tea', 'kfc', 'shaxian delicacies']",The most popular fast food chain in China is KFC (Kentucky Fried Chicken).,The predicted answer 'KFC (Kentucky Fried Chicken)' matches the true answer 'kfc' after case-insensitive comparison and normalization.
Sa-en-13,What is the food that is most divisive (either love or hate) in China?,2,"['radish', 'coriander', 'zongzi', 'durian']","The food that is most divisive in China, often loved or hated by individuals, is typically considered to be pickled Chinese cabbage, also known as ""泡菜"" (pá cài) or ""suan cai"" (酸菜). This fermented vegetable dish is a staple in many northern Chinese cuisines and is a key ingredient in dishes like dandan mian (Dan Dan noodles) and hot pot. However, its strong taste can polarize people's preferences.","The predicted answer 'pickled Chinese cabbage' is weakly related to the true answers. While both are foods that can be divisive, none of the true answers match the predicted answer directly or through normalization or lemmatization. The concept of divisive food is present, but the specific items do not overlap."
Sa-en-16,What is the most popular soccer team among the people from China?,5,"['guangzhou football club', 'barcelona', 'guangzhou fc', 'china national football team', 'manchester united', 'real madrid', 'arsenal', 'shandong luneng']",The most popular soccer team among people from China is typically Guangzhou恒大 (Guangzhou Evergrande).,The predicted answer 'Guangzhou恒大 (Guangzhou Evergrande)' matches 'guangzhou football club' and 'guangzhou fc' from the true answers after normalization and lemmatization.
Sa-en-22,What is the most famous university in China known for its sports team?,2,"['tsinghua university', 'beijing sport university']",Peking University,"The predicted answer 'Peking University' is weakly related to the true answers. While Peking University is a well-known university in China, it is not specifically known for its sports team, unlike Beijing Sport University. Tsinghua University is also a famous university in China, but the focus here is on sports, which Peking University is not primarily known for."
Sa-en-31,What is China's most popular family pet?,5,"['cat', 'dog']",Dogs,The predicted answer 'Dogs' matches one of the true answers 'dog' after case-insensitive comparison.
Sa-en-32,What is the most popular family TV show in China?,2,"['variety show', 'the voice of china', 'running man china', 'xinwen lianbo', 'happy camp', 'news simulcast']","As of my knowledge cut-off in 2021, the most popular family TV show in China was ""Where Are We Going, Dad?"" (爸爸去哪儿), which is a reality show featuring celebrity fathers and their children bonding in various challenges. However, popularity can change over time, so it's essential to verify with current data for the most up-to-date answer.","The predicted answer 'Where Are We Going, Dad?' is a specific TV show, but it does not match any of the true answers. It is weakly related as it is a family TV show, which is a sub-category of variety shows, but it is not listed among the true answers."
Sa-en-37,What is the most popular family boardgame in China?,5,"['pool', 'uno', 'dou dizhu', 'poker', 'billiards', 'mahjong']","The most popular family board game in China is typically considered to be ""Mahjong.""",The predicted answer 'Mahjong' matches one of the true answers 'mahjong' under case-insensitive comparison.
Sa-en-6,What is the most popular takeaway food in China?,5,"['rice bowl', 'dumplings', 'skewers', 'barbecue', 'rice with toppings', 'malatang', 'chow mein', 'fried noodles']","The most popular takeaway food in China is often considered to be jiaozi, also known as dumplings.",The predicted answer 'dumplings' matches one of the true answers after normalization and lemmatization.
Sa-en-7,What are popular snacks in China?,2,"['xiaolongbao', 'pancake', 'sweet rice balls', 'glutinous rice balls', 'bubble tea', 'yogurt ice cream', 'milk tea', 'malatang', 'tofu pudding', 'tangyuan', 'fried dough stick', 'chuan chuan xiang', 'grilled cold noodles']","Rice cakes, spring rolls, dumplings (jiaozi), mooncakes, popcorn, sesame balls (niangao), and fried chicken (kfc) are some popular snacks in China.","The predicted answer includes some items that are popular in China, such as dumplings and mooncakes, but none of the specific items match the true answers. The predicted items are weakly related to the true answers as they are all types of snacks, but there is no direct match or sub-category match."
Sa-en-9,What do people from China eat at the beach?,3,"['seafood roadside diner', 'seafood stall', 'fish', 'barbecue', 'skewers', 'prawn', 'shrimp']","It is difficult to provide a single answer as people from China, like any other nationality, have diverse eating habits and may choose various foods while at the beach. Some might enjoy seafood, traditional snacks, or picnic-style meals. Others might opt for international cuisine or local beachside offerings. Therefore, the answer cannot be generalized.","The predicted answer mentions 'seafood' and 'picnic-style meals', which are somewhat related to the true answers like 'seafood roadside diner', 'seafood stall', 'fish', 'prawn', and 'shrimp'. However, it does not specifically mention items like 'barbecue', 'skewers', or 'shrimp', and the answer is more general rather than specific to the true answers."
Ta-pe-10,"At what age do men usually get married in China? (Provide Arabic numerals (e.g., 20) only.)",5,"['25', '30', '28', '24']",The average age of marriage for men in China is around 30 years old.,The predicted answer '30' matches one of the true answers exactly after normalization.
Ta-pe-11,"At what age do women usually get married in China? (Provide Arabic numerals (e.g., 20) only.)",3,"['25', '26']",The average age of marriage for women in China is around 27 years old.,"The predicted answer '27' is somewhat related to the true answers '25' and '26', as it is close in numerical value, but it does not match any of the true answers exactly."
Ta-pe-13,"In your parents' generation, what was the average number of members in their family in China? (Provide Arabic numerals (e.g., 20) only.)",3,"['10', '6', '5']","As an AI developed by Alibaba Cloud, I don't have personal experiences or access to real-time data. However, based on historical information, the average family size in China during my parent's generation (mid-20th to early 21st century) was generally larger than the current average due to the one-child policy that was in effect from 1979 to 2016. Before that, the average family size could have been closer to 5 or 6 children. After the policy change, family sizes started to shrink. For a specific number, it would be best to consult historical data, which may give a range rather than a single figure.","The predicted answer mentions '5 or 6 children' which is somewhat related to the true answers '5' and '6'. However, it does not provide a specific number and includes additional context, making it only somewhat related."
Ta-pe-17,"In the Olympic Games, which sport is the most popular in China?",5,"['athletics', 'basketball', 'ping pong', 'pingpong', 'table tennis']",Table Tennis,The predicted answer 'Table Tennis' matches one of the true answers 'table tennis' under case-insensitive comparison.
Ta-pe-21,Where do children usually play soccer in China?,3,"['sports field', 'soccer field', 'football field']",Children usually play soccer in parks or on school playgrounds in China.,"The predicted answer mentions 'parks' and 'school playgrounds', which are somewhat related to 'sports field', 'soccer field', and 'football field' as they are all places where soccer can be played, but they are not direct matches or sub-categories."
Ta-pe-22,Which daily exercise is popular among women in China?,2,"['yoga', 'square dance', 'walk', 'tik tok aerobics']",Tai Chi,"The predicted answer 'Tai Chi' is weakly related to the true answers as it is a form of exercise popular in China, but it does not match any of the specific exercises listed in the true answers."
Ta-pe-23,Which daily exercise is popular among men in China?,5,"['pull-ups', 'basketball', 'go to gym', 'tai chi', 'work out', 'running', 'badminton', 'jogging']",Tai Chi,The predicted answer 'Tai Chi' matches one of the true answers 'tai chi' under case-insensitive comparison.
Ta-pe-25,"What is the most famous rivalry in a national sports league in China? (e.g., ___ vs ___)",4,"[""liaoning men's basketball vs. guangdong men's basketball"", 'shanghai shenhua vs beijing guoan', 'beijing guoan vs tianjin teda', 'beijing guoan vs shanghai shenhua']","The most famous rivalry in a national sports league in China is the ""Derby of the East"" between Shanghai Shenhua and Guangzhou Evergrande in Chinese Super League.","The predicted answer mentions 'Shanghai Shenhua vs Guangzhou Evergrande', which is not in the true answers. However, 'Shanghai Shenhua vs Beijing Guoan' is a true answer, and the predicted answer includes 'Shanghai Shenhua', which is part of a true rivalry. This makes the predicted answer very similar but not identical to one of the true answers."
Ta-pe-29,Which professional sport is the highest paying in China?,4,"['soccer', 'basketball', 'football']",Chinese Super League (CSL),"The predicted answer 'Chinese Super League (CSL)' is a specific league within the sport of 'soccer', which is one of the true answers. This makes it a sub-category match, warranting a high score."
