id,en_question,score,true_answer,pred_answer,reason
New-en-55,Which religion is most commonly practiced by families in China?,5,"['no religion', 'christianity', 'islam', 'buddhism', 'taoism']",Buddhism,The predicted answer 'Buddhism' matches one of the true answers exactly.
New-en-56,What is the most popular foreign language spoken by families in China?,5,['english'],English,The predicted answer 'English' matches the true answer 'english' under case-insensitive comparison.
New-en-59,Which country is the most popular destination for families from China to emigrate to?,5,"['australia', 'uk', 'usa', 'canada', 'united states', 'us', 'america', 'united kingdom']",United States,The predicted answer 'United States' matches one of the true answers 'united states' under case-insensitive comparison.
New-en-68,What repercussions are there for bad behavior in schools in China?,3,"['disciplinary warning', 'write a self-criticism', 'corporal punishment', 'drop out', 'punishment', 'expel from school', 'discipline', 'warning', 'summon parents', 'call parents', 'academic probation', 'disciplinary probation', 'record a demerit', 'expulsion from school']","Detention, extra homework, or parent-teacher meetings.","The predicted answer includes 'parent-teacher meetings' which is somewhat related to 'summon parents' or 'call parents'. 'Detention' and 'extra homework' are forms of punishment but do not directly match any true answers. Overall, the predicted answer is somewhat related to the concept of punishment in schools."
New-en-69,Which writers are commonly studied in literature class in China?,3,"['lao she', 'lu xun']","Lu Xun, Mo Yan, and Ba Jin","The predicted answer includes 'Lu Xun', which matches one of the true answers. However, 'Mo Yan' and 'Ba Jin' do not match 'Lao She'. The answer is somewhat related as it includes one correct writer."
New-en-70,"How many school breaks are there in a year for high schools in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['4', '3', '2']",2,The predicted answer '2' matches one of the true answers '2' under case-insensitive comparison.
New-en-72,Which online resource do students usually use to study in China?,5,"['bilibili', 'netease open courses', 'bilibili online course', 'baidu', 'china national knowledge infrastructure', 'mooc', 'cnki', 'yuanfudao', 'massive open online course']",Baidu,"The predicted answer 'Baidu' matches one of the true answers exactly, satisfying the case-insensitive comparison rule."
New-en-75,"What is the average length of a semester in terms of weeks of teaching at universities in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['20', '16', '18', '15']",16,The predicted answer '16' matches one of the true answers exactly.
New-en-76,Which airport in China is the busiest during the holiday season?,5,"['hongqiao airport', 'shanghai pudong international airport', 'capital airport', 'beijing capital airport', 'shanghai pudong', 'beijing daxing']",Shanghai Pudong,The predicted answer 'Shanghai Pudong' matches one of the true answers 'shanghai pudong' under case-insensitive comparison.
New-en-79,Which region of China is well known for its theatrical performances?,5,"['sichuan', 'anhui', 'hubei huangmei', 'beijing', 'henan']",Beijing,The predicted answer 'Beijing' matches one of the true answers exactly.
New-en-87,What is the most famous historic landmark in China?,5,"['terracotta warriors', 'great wall', 'forbidden city']",The Great Wall of China,The predicted answer 'The Great Wall of China' matches the true answer 'great wall' after case-insensitive comparison.
New-en-90,What is the most famous hotel brand in China?,1,"['home inns', 'hilton', 'home inn', 'sheraton']",Shangri-La,"The predicted answer 'Shangri-La' does not match any of the true answers 'home inns', 'hilton', 'home inn', or 'sheraton' under case-insensitive comparison, singular/plural normalization, or lemmatization. Additionally, 'Shangri-La' is not a sub-category of any of the true answers. Therefore, the predicted answer is unrelated to the true answers."
New-gr-05,What is the most popular grab-and-go breakfast option in China?,5,"['kentucky fried chicken', 'kfc', 'steamed bun', 'cheung fun', 'steamed vermicelli roll', ""mcdonald's"", 'bread', 'rice noodle roll', 'milk', 'soy milk', 'fried dough sticks', 'glutinous rice ball']",Baozi (Steamed buns),The predicted answer 'Baozi (Steamed buns)' matches the true answer 'steamed bun' after singular/plural normalization and lemmatization.
New-gr-06,What is the most popular food in China among young people?,5,"['milk tea', 'kfc', 'luosifen', 'bubble tea', 'hot pot', ""mcdonald's"", 'fast food', 'kentucky fried chicken', 'snail noodles']",Hot Pot,The predicted answer 'Hot Pot' matches one of the true answers exactly.
New-gr-08,What type of alcoholic drink is most commonly consumed at festivals in China?,4,"['yellow wine', 'beer', 'white liquor', 'huangjiu', 'chinese spirits', 'bai']",Baijiu,"The predicted answer 'Baijiu' is a type of 'white liquor' and 'Chinese spirits', which are listed as true answers. This makes it a sub-category match, warranting a high score."
New-gr-13,What is the most common morning drink in China?,5,"['milk', 'soy milk']",Soy milk,The predicted answer 'Soy milk' matches one of the true answers 'soy milk' under case-insensitive comparison.
New-gr-15,What is the most popular traditional dessert in China?,5,"['shaved snow', 'sweet rice balls', 'mooncake', 'tangyuan', 'glutinous rice balls', 'daoxiangcun', 'red bean bun', 'osmanthus cake', 'shaved ice']",Mooncake,The predicted answer 'mooncake' matches one of the true answers exactly.
New-gr-21,What is the most popular racket sport in China?,5,"['table tennis', 'ping pong', 'badminton']",Table Tennis,The predicted answer 'Table Tennis' matches one of the true answers 'table tennis' under case-insensitive comparison.
New-gr-24,What is the most popular track and field sport in China?,3,"['high jump', '100m hurdles', '110m hurdles', 'running', 'hurdling']",Sprinting,"The predicted answer 'Sprinting' is somewhat related to the true answers 'running' and 'hurdling' as they all involve running events, but it does not match any of the true answers directly or through normalization."
New-gr-29,Which international sporting event is the most popular in China?,5,"['nba', 'china open', 'olympic games', 'world cup', 'national basketball association']",The Olympic Games,The predicted answer 'The Olympic Games' matches one of the true answers 'olympic games' under case-insensitive comparison.
New-gr-47,"How long (in minutes) are typical work breaks in China, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)",5,"['30', '15', '120', '60', '10']",15,The predicted answer '15' matches one of the true answers exactly.
New-gr-58,Which job is considered underpaid in China?,5,"['labourer', 'salesperson', 'cleaner', 'construction worker', 'salesman', 'farmer', 'builder', 'temporary worker', 'physical labor jobs', 'teacher', 'saleswoman']",Teacher,"The predicted answer 'Teacher' matches one of the true answers exactly, fulfilling the criteria for a score of 5."
New-gr-76,What is the most common food served during Easter in China?,1,['apple'],"Easter is not traditionally celebrated in China, so there's no specific food for this occasion.","The predicted answer states that Easter is not traditionally celebrated in China, which does not relate to the true answer 'apple'. There is no semantic similarity or overlap between the predicted and true answers."
New-gr-82,What is the most popular music genre among the elderly population in China?,3,"[""phoenix legend's song"", 'folk song', 'pop songs', 'soothing and relaxing classical music', 'pop song', 'square dance song', 'square dance tune', 'chinese opera']",Traditional Chinese music,"The predicted answer 'Traditional Chinese music' is somewhat related to the true answers as it can encompass genres like 'folk song' and 'Chinese opera'. However, it does not directly match any of the true answers and is not a specific sub-category of them."
New-gr-88,What drink is usually offered at funerals in China?,5,"['white liquor', 'tea', 'chinese spirits', 'bai']",White liquor or tea,The predicted answer 'White liquor or tea' matches the true answers 'white liquor' and 'tea' after case-insensitive comparison.
New-gr-89,What drink is usually offered at weddings in China?,5,"['coke', 'white liquor', 'tea', 'orange juice', 'chinese spirits', 'alcohol', 'cola', 'bai']",Baijiu,"The predicted answer 'Baijiu' is a specific type of 'white liquor' and 'Chinese spirits', which are listed as true answers. This matches the sub-category match rule."
New-ha-07,What food originated from China and can be found all over the world?,5,"['lao gan ma chili sauce', 'lao gan ma', 'steamed bun', 'dumplings', 'sweet and sour chicken', 'noodles']",Dumplings,The predicted answer 'Dumplings' matches one of the true answers exactly.
New-ha-08,What food is typically disliked by children but enjoyed by the elderly in China?,5,"['ochro', 'vegetables', 'vegetable', 'soup mixed with rice', 'carrot', 'eight-treasure porridge', 'momordica charantia', 'eight treasure congee', 'okra']",Bitter melon,"The predicted answer 'Bitter melon' is another name for 'momordica charantia', which is one of the true answers. Therefore, it matches under case-insensitive comparison."
New-ha-09,What cooking utensil is most commonly used in China?,5,"['pot', 'wok', 'rice cooker', 'iron pot', 'steamer']",Wok,The predicted answer 'Wok' matches one of the true answers exactly.
New-ha-13,Which is the most popular vegetable in China?,4,"['chinese cabbage', 'green vegetables']",cabbage,"The predicted answer 'cabbage' is very similar to the true answer 'chinese cabbage'. While not identical, 'cabbage' is a broader category that includes 'chinese cabbage'."
New-ha-19,Which animal is used for sports in China?,5,"['mammal', 'cow', 'horse']",Horse,The predicted answer 'Horse' matches one of the true answers 'horse' under case-insensitive comparison.
New-ha-66,What is the most popular wedding venue in China?,5,['hotel'],Banquet halls in hotels,"The predicted answer 'banquet halls in hotels' is essentially the same as the true answer 'hotel' because banquet halls are a common feature within hotels, making them a specific type of venue within the broader category of hotels."
New-in-01,Which coffee shop brand is the most popular in China?,5,"['starbucks', 'luckin coffee']",Starbucks,The predicted answer 'Starbucks' matches one of the true answers 'starbucks' under case-insensitive comparison.
New-in-03,What type of food from China is typically served in restaurants overseas?,2,"['chow mein', 'dumplings', 'steamed bun', 'fried noodles', 'fried rice', 'mapo tofu', 'egg fried rice']",Sweet and Sour Pork,"The predicted answer 'Sweet and Sour Pork' is a type of Chinese food served overseas, but it does not match any of the true answers. It is weakly related as it falls under the category of Chinese cuisine typically served in restaurants overseas."
New-in-33,What region in China is usually associated with mining?,5,"['inner mongolia', 'liaoning', 'shanxi', 'panzhihua', 'western']",Inner Mongolia,The predicted answer 'Inner Mongolia' matches one of the true answers 'inner mongolia' under case-insensitive comparison.
New-in-34,What region in China is usually associated with oil?,5,"['northeast', 'xinjiang', 'daqing', 'liaoning']",Xinjiang region,The predicted answer 'Xinjiang region' matches one of the true answers 'xinjiang' under case-insensitive comparison.
New-in-62,What university in China is popular because of its engineering major? (Provide the official name.),5,"['harbin institute of technology', 'tsinghua university']",Tsinghua University,The predicted answer 'Tsinghua University' matches one of the true answers exactly.
New-in-63,What university in China is popular because of its school of medicine? (Provide the official name.),5,"['central south university', 'peking university health science center', 'peking union medical college', 'peking university', 'sichuan university']",Peking University Health Science Center,The predicted answer 'Peking University Health Science Center' matches one of the true answers exactly.
New-in-78,What is the most popular payment method in China?,5,"['alipay', 'wechat pay']",WeChat Pay or Alipay,The predicted answer 'WeChat Pay or Alipay' matches the true answers 'alipay' and 'wechat pay' under case-insensitive comparison.
New-in-80,What is the most famous theme park in China?,4,"['shanghai disney resort', 'ocean park', 'disney world', 'hong kong ocean park', 'ocean park hong kong', 'beijing happy valley', 'universal studios']",Shanghai Disneyland,"The predicted answer 'Shanghai Disneyland' is very similar to 'Shanghai Disney Resort', which is one of the true answers. They refer to the same location, with 'Shanghai Disneyland' being a part of 'Shanghai Disney Resort'."
New-ko-01,What is the most popular children's animation that is commonly watched by kids in China?,1,"['boonie bears', 'pleasant goat and big big wolf', 'haier brothers']",Peppa Pig,"The predicted answer 'Peppa Pig' is unrelated to the true answers 'boonie bears', 'pleasant goat and big big wolf', and 'haier brothers'. There is no semantic similarity or sub-category relationship between the predicted and true answers."
New-ko-02,What is the most popular prenatal education activity for pregnant women in China?,4,"['listen to music', 'listen to songs', 'tell a story', 'music', 'prenatal yoga', 'listen to stories']",Listening to classical music,"The predicted answer 'Listening to classical music' is very similar to the true answers 'listen to music' and 'music'. Classical music is a specific type of music, which aligns with the true answers."
New-ko-03,What is the most popular children's song in China that families sing together?,2,"['happy birthday song', 'find friends', 'little donkey', 'twinkle twinkle little star', 'birthday song', 'little tiger']","""Two Tigers""","The predicted answer 'Two Tigers' is weakly related to the true answer 'little tiger' due to the similarity in the theme of animals, but it does not match any of the true answers directly or through normalization."
New-ko-04,Which toys are most popular among boys in China?,3,"['lego', 'model car', 'toy car', 'ultraman', 'car model']",Transformers and Lego sets,"The predicted answer 'Lego sets' is semantically similar to the true answer 'lego', but 'Transformers' does not match any of the true answers. Therefore, the answer is somewhat related."
New-ko-05,Which toys are most popular among girls in China?,5,"['teddy bear', 'plush toy', 'simulation of the kitchen', 'toy dog', 'barbie', 'doll', 'barbie doll', 'stuffed toy']",Dolls and stuffed animals,The predicted answer 'Dolls and stuffed animals' matches the true answers 'doll' and 'stuffed toy' after normalization and lemmatization.
New-ko-06,What is the most popular folk tale in China that is typically told to children?,5,"['nv wa mends the sky', 'the cowherd and the weaver girl', 'sima guang smashes the vat', 'cowherd and weaver girl', 'the boy who cried wolf', 'nüwa mends the heavens', 'butterfly lovers', ""chang'e flying to the moon"", ""andersen's fairy tales"", 'journey to the west', 'kong rong shares the pears']",The Monkey King or Journey to the West,The predicted answer 'Journey to the West' matches one of the true answers exactly.
New-ko-07,What is the customary symbol of condolence used at funerals in China?,4,"['flower wreath', 'pork', 'chrysanthemum']",White chrysanthemums,"The predicted answer 'White chrysanthemums' is a specific type of 'chrysanthemum', which is one of the true answers. This matches the sub-category match rule, warranting a high score."
New-ko-08,Where do university students in China tend to work part-time the most?,4,"['tiktok', 'on campus', 'convenience store', 'restaurant', 'online platform', 'training institution', 'cafe', 'tutoring institution']",Restaurants and tutoring centers,"The predicted answer 'Restaurants and tutoring centers' matches 'restaurant' and 'tutoring institution' from the true answers after normalization. Both items in the predicted answer are covered by the true answers, indicating a very similar meaning."
New-ko-09,What are the most frequently practiced team-building activities in companies based in China?,3,"['eating together', 'travel', 'karaoke', 'gathering meal', 'dine together', 'tourism', 'ktv']",Team dinners and outdoor activities,"The predicted answer 'team dinners' is somewhat related to 'eating together', 'gathering meal', and 'dine together', while 'outdoor activities' is somewhat related to 'travel' and 'tourism'. However, the predicted answer does not directly match any of the true answers, and it does not cover all aspects of the true answers."
New-ko-10,What are the most common activities people do as a side job in China?,3,"['delivery guy', 'delivery person', 'distribute flyers', 'do odd jobs', 'didi', 'waitress', 'didi driver', 'waiter']","Tutoring, selling goods online, and driving for ride-share services.","The predicted answer includes 'driving for ride-share services', which is somewhat related to 'didi driver', a true answer. However, the other predicted activities like 'tutoring' and 'selling goods online' do not match the true answers, which focus more on delivery and service jobs."
New-pe-02,What is the most famous edible souvenir for tourists in China?,1,"['pineapple cake', 'mooncake', 'candied haw', 'tanghulu', 'mung bean cake', 'xiaolongbao', 'peking duck', 'sugar-coated haws', 'lanzhou hand-pulled noodles']",White Rabbit Candy,"The predicted answer 'White Rabbit Candy' is unrelated to any of the true answers provided, which include various traditional Chinese foods and snacks."
New-pe-06,What is the most popular stew in China?,2,"[""braised pig's trotters"", ""stewed pig's trotters"", 'potato with braised pork', 'braised pork', 'stewed ribs', 'braised pork with vermicelli', 'cabbage stewed with pork', 'stewed chicken', 'braised ribs']",Hot pot,"The predicted answer 'Hot pot' is weakly related to the true answers as both involve cooking meat and vegetables in a broth, but 'Hot pot' is not a stew and does not match any of the specific stews listed in the true answers."
New-pe-11,What is the most common spice/herb used in dishes from China?,2,"['five-spice powder', 'cinnamon', 'cilantro', 'thirteen spices', 'bay leaf', 'cumin', 'star anise']",Ginger,"The predicted answer 'Ginger' is weakly related to the true answers as it is a common spice used in Chinese cuisine, but it is not listed among the true answers provided."
New-pe-16,What is the most famous traditional sport in China?,2,"['table tennis', 'ping pong', 'cuju']",Tai Chi,"The predicted answer 'Tai Chi' is weakly related to the true answers as it is a traditional Chinese practice, but it is not considered a sport in the same sense as 'table tennis', 'ping pong', or 'cuju'."
New-pe-20,What sport is popular to play on the beach in China?,5,"['surfing', 'beach volleyball', 'building sandcastles', 'swimming', 'volleyball']",Beach volleyball,The predicted answer 'Beach volleyball' matches one of the true answers 'beach volleyball' under case-insensitive comparison.
New-pe-45,What is the usual work schedule during the month of Ramadan in China?,1,[],"China doesn't observe Ramadan as it is not a predominantly Muslim country, so the work schedule remains the same.",The predicted answer is unrelated to the question as it provides information about China's general observance of Ramadan rather than addressing the work schedule during Ramadan.
New-pe-47,"When is Student's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",5,['05/04'],05/04,The predicted answer '05/04' matches the true answer '05/04' under case-insensitive comparison.
New-pe-49,Where do families gather to pray together in China?,5,"['temple', 'home']",At home or temples,The predicted answer 'At home or temples' matches the true answers 'temple' and 'home' after case-insensitive comparison and normalization.
New-pe-53,What gifts do fathers get on Father's Day (or Parents' Day) in China?,3,"['bracelet', 'belt', 'wallet', 'watch', 'flower', 'red envelope', 'razor', 'phone', 'mobile phone']","Ties, wallets, or tea sets.","The predicted answer 'wallet' matches one of the true answers exactly. However, 'ties' and 'tea sets' do not match any of the true answers. Therefore, the answer is somewhat related but not fully aligned with the true answers."
New-pe-54,What gifts do mothers get on Mother's Day (or Parents' Day) in China?,4,"['carnation', 'flower', 'carnation bouquet', 'gold jewelry']",Flowers and skincare products,"The predicted answer 'flowers' matches the true answer 'flower' after normalization. 'Skincare products' do not match any true answers, but 'flowers' is a common gift, making the answer very similar overall."
New-pe-59,"How many generations typically live together in a household in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['3', '2']",3,The predicted answer '3' matches one of the true answers '3' under case-insensitive comparison.
New-pe-65,"How many subjects are taught in middle schools in China? (Provide Arabic numerals (e.g., 12) only.)",1,"['9', '12']",varies,"The predicted answer 'varies' does not match any of the true answers '9' or '12' and does not provide a specific number, making it unrelated to the true answers."
New-pe-66,What is the most popular after school curricular in elementary schools in China?,4,"['olympiad math', 'drawing', 'mathematics', 'math', 'piano', 'painting']",Learning to play a musical instrument,"The predicted answer 'Learning to play a musical instrument' is very similar to the true answer 'piano', which is a specific type of musical instrument. This falls under the sub-category match rule."
New-pe-74,How much is the average annual tuition fee for public universities in China?,5,"['5000', '10000', '6000-12000 yuan', '6000', '6000-12000 rmb']","Around 5,000 to 10,000 RMB","The predicted answer 'Around 5,000 to 10,000 RMB' matches the range provided in the true answers '6000-12000 rmb' after normalization and lemmatization, considering the overlap in the range and the use of 'RMB' and 'yuan' interchangeably."
New-pe-76,What is a popular activity to do in parks in China?,5,"['tai chi', 'square dance', 'play badminton']",Practicing Tai Chi,The predicted answer 'Practicing Tai Chi' matches the true answer 'tai chi' after case-insensitive comparison and normalization.
New-pe-78,What is the name of the most famous film festival held in China?,2,"['golden rooster awards', 'hundred flowers award', 'golden horse', 'beijing international film festival', 'golden horse awards']",Shanghai International Film Festival,"The predicted answer 'Shanghai International Film Festival' is weakly related to the true answers as it is another film festival in China, but it is not listed among the true answers provided."
New-pe-83,What is the popular card game played during social gatherings in China?,5,"['legends of the three kingdoms', 'playing cards', 'poker', 'tractor', 'dou dizhu', 'ltk']",Poker,The predicted answer 'Poker' matches one of the true answers exactly.
New-pe-85,Where is the most popular tourist destination abroad for people from China?,5,"['japan', 'australia', 'maldives', 'usa', 'thailand', 'united states', 'singapore', 'turkey', 'malaysia', 'us', 'america', 'southeast asia']",Thailand,The predicted answer 'Thailand' matches one of the true answers exactly.
New-pe-86,What is the name of the most famous tower in China?,1,"['canton tower', 'oriental pearl', 'pearl of the orient', 'giant wild goose pagoda', 'big wild goose pagoda', 'leifeng pagoda']",Great Wall,"The predicted answer 'Great Wall' is unrelated to the true answers, which are all specific towers or pagodas in China. The Great Wall is not a tower, so it does not match any of the true answers."
New-spme-01,What edible insect is eaten most often in China?,5,"['silkworm chrysalis', 'grasshopper', 'cicada pupa', 'silkworm pupa']",Silkworm larvae,The predicted answer 'Silkworm larvae' is essentially the same as 'silkworm chrysalis' and 'silkworm pupa' after considering lemmatization and normalization.
New-spme-04,Which agricultural product is exported most often in China?,2,"['vegetable', 'fruit', 'grain', 'rice', 'corn', 'cotton', 'vegetables', 'fruits']",soybeans,"The predicted answer 'soybeans' is weakly related to the true answers as it falls under the broader category of 'grain', but it is not explicitly listed among the true answers."
New-spme-05,What are the most popular sweets in China?,2,"['tang yuan', 'cake ball', 'sweetheart cake', 'egg roll', 'rolling donkey', 'cake', 'red bean bun', 'egg tart', 'egg yolk pastry', 'yuanxiao', 'wife cake', 'lüdagun']",White Rabbit Candy and Tanghulu,"The predicted answer 'Tanghulu' is somewhat related as it is a popular sweet in China, but it does not match any of the true answers. 'White Rabbit Candy' is a popular sweet but is not listed among the true answers. The predicted items do not match the true answers after normalization or lemmatization."
New-spme-15,What is the most popular sports drink in China?,5,"['gatorade', 'coke', 'mizone', 'eastroc super drink', 'red bull', 'scream', 'cola']",Gatorade,The predicted answer 'Gatorade' matches one of the true answers 'gatorade' under case-insensitive comparison.
New-spme-27,What is the average education level for people in China?,4,"['middle school', 'high school', 'primary school', 'junior high school']",High school,The predicted answer 'High school' is very similar to one of the true answers 'high school'. The match is exact after case normalization.
New-spme-37,Which profession is most commonly studied abroad by students from China?,3,"['information technology', 'economy', 'accounting', 'computer science', 'business management', 'finance', 'art']",Business or Engineering,"The predicted answer 'Business' is somewhat related to the true answers 'business management' and 'economy', but does not match exactly. 'Engineering' is not related to any of the true answers."
New-spme-60,"Which day of the week do most families in China practice religious activities? (e.g. Monday, Tuesday)",2,['sunday'],Most families in China do not designate a specific day of the week for religious activities.,"The predicted answer states that there is no specific day for religious activities, which is weakly related to the true answer 'Sunday'. The true answer specifies a day, while the prediction suggests no specific day is common."
New-spme-65,What is the most popular way to celebrate Independence Day in China?,1,"['travel', 'set off fireworks', 'fireworks', 'go out for a trip', 'tourism']",China does not celebrate Independence Day.,"The predicted answer is unrelated to the true answers, which focus on activities like travel and fireworks, while the prediction states that China does not celebrate Independence Day."
New-spme-68,What is the most popular beverage among children in China?,5,"['milk tea', 'soda water', 'bubble tea', 'wahaha', 'juice', 'yakult', 'vitamin a&d and calcium drink']",juice,The predicted answer 'juice' matches one of the true answers exactly.
New-spme-76,What is the most popular place in China to celebrate Independence Day?,1,"['beijing', 'tiananmen', 'tiananmen square']",China does not celebrate Independence Day.,"The predicted answer is unrelated to the true answers. The question asks for a location in China, while the predicted answer states that China does not celebrate Independence Day, which does not address the question."
New-spme-78,What is the name of the song that is typically sung at birthday parties in China?,5,"['birthday song', 'happy birthday song', 'happy birthday']","""Happy Birthday to You""",The predicted answer 'Happy Birthday to You' matches the true answers 'happy birthday song' and 'happy birthday' after case-insensitive comparison and simple lemmatization.
New-su-01,What snacks are usually sold in front of schools in China?,2,"['egg pancake', 'jianbing guozi', 'spicy strips', 'latiao', 'skewers', 'roasted sausage', 'kebabs']","fried chicken, bubble tea","The predicted answer 'fried chicken, bubble tea' is weakly related to the true answers. While 'fried chicken' could be considered similar to 'skewers' or 'kebabs' as they are all meat-based snacks, 'bubble tea' does not match any of the true answers. The overall similarity is weak."
New-su-09,What oil is usually used for cooking in China?,5,"['vegetable oil', 'soybean oil', 'rapeseed oil', 'peanut oil']",Soybean oil,The predicted answer 'Soybean oil' matches one of the true answers exactly.
New-su-10,What food is commonly consumed by pregnant women in China?,3,"['crucian carp soup', 'egg', 'nutrient-rich food', 'nutritionally balanced food', 'red dates', 'chicken soup', 'dates']",Fish soup,"The predicted answer 'Fish soup' is somewhat related to the true answer 'crucian carp soup', as both are types of soup and fish is a common ingredient in such soups. However, it does not match any of the true answers directly or through normalization."
New-su-15,What is the most popular traditional non-alcoholic drink in China?,5,"['green tea', 'eight-treasure porridge', 'tea', 'plum juice', 'juice', 'black tea']",Tea,The predicted answer 'Tea' matches one of the true answers 'tea' under case-insensitive comparison.
New-su-17,What sports facilities are generally available in parks in China?,3,"['basketball court', 'football field', 'swing', 'fitness facilities', 'soccer field']","Basketball courts, table tennis tables, badminton courts, and exercise equipment.","The predicted answer includes 'basketball courts' which matches 'basketball court' from the true answers. 'Exercise equipment' is somewhat related to 'fitness facilities'. However, other items like 'table tennis tables' and 'badminton courts' do not match the true answers, and 'football field' and 'swing' from the true answers are not covered in the prediction."
New-su-21,What are the common activities that seniors usually do in parks in China?,4,"['walk', 'square dance', 'tai chi', ""park's fitness equipment"", 'play chess']","Tai Chi, dancing, playing chess, and singing.","The predicted answer includes 'tai chi' and 'playing chess', which match the true answers. 'Dancing' is very similar to 'square dance', and 'singing' is a common park activity but not listed in the true answers. Overall, the predicted answer is very similar to the true answers."
New-su-24,What sports do parents and children commonly play together in China?,5,"['walk', 'table tennis', 'jump rope', 'cycling', 'ping pong', 'badminton']",Badminton and table tennis,The predicted answer 'Badminton and table tennis' matches two of the true answers 'badminton' and 'table tennis' after case-insensitive comparison.
New-su-28,What color is associated with the national soccer team of China?,5,['red'],Red,The predicted answer 'Red' matches the true answer 'red' under case-insensitive comparison.
New-su-33,What is the common dress code for school teachers in China?,4,"['formal attire', 'trousers', 'not dressed in a strange or unusual way', 'shirt', 'not inappropriately', 'appropriate', 'formal', 'not weird']",Formal or business casual attire,"The predicted answer 'Formal or business casual attire' is very similar to the true answers, which include 'formal attire' and 'appropriate'. The concept of 'business casual' aligns with 'not dressed in a strange or unusual way' and 'not inappropriately'."
New-su-34,What is the most popular extracurricular activity related to music in schools in China?,2,"['short video challenge', 'radio calisthenics', 'extracurricular music class', 'choir competition', 'listen to music and copy lyrics', 'choir', 'art performance']",Playing the piano,"The predicted answer 'Playing the piano' is weakly related to the true answers as it falls under the broader category of music-related activities, but it does not match any of the specific activities listed in the true answers."
New-su-42,What religion is mainly taught in schools in China?,1,[],nan,"The predicted answer is 'nan', which is unrelated or incorrect as it does not provide any meaningful information about the religion taught in schools in China. Additionally, there are no true answers provided for comparison."
New-su-45,"What date is Education Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",5,['09/10'],09/10,The predicted answer '09/10' matches the true answer '09/10' under case-insensitive comparison.
New-su-50,What is the main occupation of people in mountainous areas in China?,5,['farmer'],Farming and livestock rearing,"The predicted answer 'Farming and livestock rearing' includes 'farming', which matches the true answer 'farmer' after normalization and lemmatization. Both refer to agricultural activities as the main occupation."
New-su-51,What is the main occupation of people in coastal areas in China?,2,"['fisherman', 'white-collar', 'breeding', 'tourism', 'fishing', 'cultivation']",varied jobs,"The predicted answer 'varied jobs' is weakly related to the true answers as it implies a range of occupations, but it does not specifically mention any of the true answers like 'fishing' or 'tourism'."
New-su-57,What is the most common livestock raised in China?,5,"['duck', 'pig', 'chicken', 'dog', 'fish', 'cat']",Pigs,The predicted answer 'Pigs' matches the true answer 'pig' after case-insensitive comparison.
New-su-58,What animals are commonly used for agriculture in China?,2,"['cow', 'cat']","Water buffalo, pigs, chickens, and ducks.","The predicted answer includes animals commonly used in agriculture, but there is no direct match with the true answers. The predicted animals are somewhat related to the context of agriculture, but they do not overlap with the true answers provided."
New-su-59,What do farmers in China typically wear to protect themselves from the heat whilst farming?,4,"['bamboo hat', 'straw hat', 'conical hat']",Straw hats and loose clothing,"The predicted answer 'straw hats' matches one of the true answers after normalization. 'Loose clothing' is not mentioned in the true answers, but 'straw hats' is a significant part of the answer, making it very similar."
New-su-60,What do farmers in China usually eat for lunch?,3,"['steamed bun', 'meat dish', 'rice', 'corn']",Rice with vegetables and tofu,"The predicted answer 'rice with vegetables and tofu' includes 'rice', which is one of the true answers. However, the rest of the predicted answer does not match the other true answers, making it somewhat related but not very similar."
New-su-71,What gifts do parents generally give to their children for their birthdays in China?,4,"['study supplies', 'toy', 'money', 'electronic products', 'cake', 'red envelope']","Toys, clothes, or red envelopes with money.","The predicted answer includes 'toys' and 'red envelopes with money', which match 'toy' and 'red envelope' from the true answers. 'Clothes' is not in the true answers, but the overlap with two correct items makes the prediction very similar."
New-su-75,What type of vehicle do most families in China generally own?,3,"['byd', 'sedan', 'volkswagen', 'build your dreams']",Electric scooter or small compact car,"The predicted answer 'small compact car' is somewhat related to 'sedan', which is a type of compact car. However, 'electric scooter' does not match any of the true answers. The predicted answer partially aligns with the concept of a common family vehicle in China, but does not directly match the specific brands or types listed in the true answers."
New-su-77,What is usually given to the children during Eid in China?,4,['money'],Red envelopes with money,"The predicted answer 'Red envelopes with money' is very similar to the true answer 'money'. The red envelopes are a common way to give money during celebrations, making the predicted answer a specific form of the true answer."
New-su-81,What clothes do grooms usually wear at weddings in China?,5,"['tang suit', 'suit', 'chinese-style dress']",Traditional Chinese Tang suit or Western-style suit,"The predicted answer 'Traditional Chinese Tang suit or Western-style suit' includes 'tang suit' and 'suit', which match the true answers after normalization and lemmatization."
New-su-82,What clothes do brides usually wear at weddings in China?,4,"['cheongsam', 'white wedding dress', 'wedding dress', 'chinese-style dress', 'dragon and phoenix red dress suit']",Red qipao or cheongsam,"The predicted answer 'Red qipao or cheongsam' includes 'cheongsam', which is a direct match with one of the true answers. 'Red qipao' is a specific type of 'chinese-style dress', which is also a true answer. Therefore, the predicted answer is very similar to the true answers."
