ID,Translation,prompt,response,prompt_no
New-pe-66,What is the most popular after school curricular in elementary schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular after school curricular in elementary schools in China?
Answer:","The most popular after-school curricular in elementary schools in China is often the Moral Education (品德教育) or品德课, which focuses on instilling moral values, virtues, and social skills in students.",inst-4
New-pe-74,How much is the average annual tuition fee for public universities in China?,"Read the following question and provide a single answer without any explanations.

Question: How much is the average annual tuition fee for public universities in China?
Answer:","As of 2021, the average annual tuition fee for public universities in China varies depending on the region and the type of university. Generally, it ranges from around 3,000 to 8,000 Chinese yuan (approximately $450 to $1,200 USD) per year for undergraduate students. However, for some high-ranking or specialized universities, fees can be higher. It's important to note that for non-resident or international students, tuition fees can be significantly more expensive.",inst-4
New-pe-76,What is a popular activity to do in parks in China?,"Read the following question and provide a single answer without any explanations.

Question: What is a popular activity to do in parks in China?
Answer:",Tai Chi,inst-4
New-pe-78,What is the name of the most famous film festival held in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the name of the most famous film festival held in China?
Answer:",答案: The most famous film festival held in China is the Shanghai International Film Festival.,inst-4
New-pe-83,What is the popular card game played during social gatherings in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the popular card game played during social gatherings in China?
Answer:",Mahjong,inst-4
New-pe-85,Where is the most popular tourist destination abroad for people from China?,"Read the following question and provide a single answer without any explanations.

Question: Where is the most popular tourist destination abroad for people from China?
Answer:","The most popular tourist destination abroad for people from China is Paris, France.",inst-4
New-pe-86,What is the name of the most famous tower in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the name of the most famous tower in China?
Answer:",Answer: The Great Wall of China,inst-4
New-spme-01,What edible insect is eaten most often in China?,"Read the following question and provide a single answer without any explanations.

Question: What edible insect is eaten most often in China?
Answer:","The edible insect most often eaten in China is commonly known as ""油炸蚂蚱"" (yóu zhá mà zha), which refers to fried locusts.",inst-4
New-spme-04,Which agricultural product is exported most often in China?,"Read the following question and provide a single answer without any explanations.

Question: Which agricultural product is exported most often in China?
Answer:",Tea,inst-4
New-spme-05,What are the most popular sweets in China?,"Read the following question and provide a single answer without any explanations.

Question: What are the most popular sweets in China?
Answer:","The most popular sweets in China include mooncakes during the Mid-Autumn Festival, tangyuan (glutinous rice balls) during the Winter Solstice, red bean paste desserts, sesame balls (jiaozi), and various types of candy and Chinese pastries like almond cookies (gao bing) and sesame sticks (huan tao).",inst-4
New-spme-15,What is the most popular sports drink in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular sports drink in China?
Answer:","The most popular sports drink in China is likely to be ""Guangdong Energy"" or ""广州恒大"", as it is the official sports drink of the Chinese Super League football club Guangzhou恒大 (Evergrande). However, it's important to note that market share may vary, and other brands like Gatorade or Powerade could also have significant presence, especially among international athletes and fitness enthusiasts.",inst-4
New-spme-27,What is the average education level for people in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the average education level for people in China?
Answer:","According to the most recent data, the average education level for people in China can be characterized as medium to high. China has made significant progress in education in recent decades, with a large proportion of the population completing at least primary school, and a growing number pursuing higher education. The gross enrollment ratio (GER) in tertiary education, which measures the percentage of students enrolled in higher education, has steadily increased. However, there are regional variations, with urban areas generally having higher levels of education than rural ones.",inst-4
New-spme-37,Which profession is most commonly studied abroad by students from China?,"Read the following question and provide a single answer without any explanations.

Question: Which profession is most commonly studied abroad by students from China?
Answer:",Business/Commerce/Management,inst-4
New-spme-60,"Which day of the week do most families in China practice religious activities? (e.g. Monday, Tuesday)","Read the following question and provide a single answer without any explanations.

Question: Which day of the week do most families in China practice religious activities? (e.g. Monday, Tuesday)
Answer:","As there is no specific information on the religious practices of Chinese families or their preferred day for religious activities, it is impossible to determine a single day without additional context or data. Many religions in China, such as Buddhism and Taoism, do not necessarily follow a strict weekly schedule, while others like Islam or Christianity may have their own days of worship. Sunday is generally associated with religious activities in Western countries, but this does not apply universally to China.",inst-4
New-spme-65,What is the most popular way to celebrate Independence Day in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular way to celebrate Independence Day in China?
Answer:","The most popular way to celebrate Independence Day in China is not applicable, as China does not have an Independence Day dedicated to national liberation or independence. The closest holiday would be National Day, which is celebrated on October 1st to mark the founding of the People's Republic of China. However, this is not an Independence Day in the traditional sense.",inst-4
New-spme-68,What is the most popular beverage among children in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular beverage among children in China?
Answer:",The most popular beverage among children in China is milk.,inst-4
New-spme-76,What is the most popular place in China to celebrate Independence Day?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular place in China to celebrate Independence Day?
Answer:","The most popular place in China to celebrate Independence Day (which is not a recognized holiday in China, as their National Day is on October 1) would likely be Beijing, as it is the capital city and often the center of national events and celebrations. However, it's important to note that Independence Day is not a significant holiday in China, so there might not be widespread public celebrations like in countries with a strong tradition of Independence Day festivities.",inst-4
New-spme-78,What is the name of the song that is typically sung at birthday parties in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the name of the song that is typically sung at birthday parties in China?
Answer:","Answer: ""生日快乐"" (Shēngrì kuài lè)",inst-4
New-su-01,What snacks are usually sold in front of schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What snacks are usually sold in front of schools in China?
Answer:",答案：煎饼果子、烤冷面、炸鸡排、奶茶、糖葫芦、豆腐脑、鸡蛋灌饼、麻辣烫等。,inst-4
New-su-09,What oil is usually used for cooking in China?,"Read the following question and provide a single answer without any explanations.

Question: What oil is usually used for cooking in China?
Answer:",Sesame oil.,inst-4
New-su-10,What food is commonly consumed by pregnant women in China?,"Read the following question and provide a single answer without any explanations.

Question: What food is commonly consumed by pregnant women in China?
Answer:",Congee (粥),inst-4
New-su-15,What is the most popular traditional non-alcoholic drink in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular traditional non-alcoholic drink in China?
Answer:","The most popular traditional non-alcoholic drink in China is tea (specifically, green tea or black tea).",inst-4
New-su-17,What sports facilities are generally available in parks in China?,"Read the following question and provide a single answer without any explanations.

Question: What sports facilities are generally available in parks in China?
Answer:","Multi-purpose sports facilities, basketball courts, football fields, tennis courts, volleyball courts, playgrounds, jogging tracks, and occasionally outdoor健身器材 (such as exercise equipment) are generally available in parks in China.",inst-4
New-su-21,What are the common activities that seniors usually do in parks in China?,"Read the following question and provide a single answer without any explanations.

Question: What are the common activities that seniors usually do in parks in China?
Answer:","Tai Chi,健身操,散步,下棋,打牌,喂鸟,赏花,休闲聊天。",inst-4
New-su-24,What sports do parents and children commonly play together in China?,"Read the following question and provide a single answer without any explanations.

Question: What sports do parents and children commonly play together in China?
Answer:",Table tennis.,inst-4
New-su-28,What color is associated with the national soccer team of China?,"Read the following question and provide a single answer without any explanations.

Question: What color is associated with the national soccer team of China?
Answer:",Red.,inst-4
New-su-33,What is the common dress code for school teachers in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the common dress code for school teachers in China?
Answer:","The common dress code for school teachers in China is typically conservative and professional, with a preference for formal attire such as business suits or教师职业装 (teacher uniforms) for male teachers and conservative dresses or套装 (suits) for female teachers. This adheres to a culture that values modesty and professionalism in the workplace.",inst-4
New-su-34,What is the most popular extracurricular activity related to music in schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular extracurricular activity related to music in schools in China?
Answer:",The most popular extracurricular activity related to music in schools in China is likely the Choir.,inst-4
New-su-42,What religion is mainly taught in schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What religion is mainly taught in schools in China?
Answer:","In China, the main religion taught in schools is officially atheism, as the country promotes secular education and the separation of state and religion. The curriculum emphasizes science, history, and cultural values that reflect the socialist philosophy. However, it's important to note that religious education is not a central part of the school curriculum, and students are generally not encouraged to practice or adopt any specific religion.",inst-4
New-su-45,"What date is Education Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)","Read the following question and provide a single answer without any explanations.

Question: What date is Education Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)
Answer:",09/10,inst-4
New-su-50,What is the main occupation of people in mountainous areas in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the main occupation of people in mountainous areas in China?
Answer:",Agriculture and forestry.,inst-4
New-su-51,What is the main occupation of people in coastal areas in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the main occupation of people in coastal areas in China?
Answer:",Fishermen,inst-4
New-su-57,What is the most common livestock raised in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most common livestock raised in China?
Answer:",Pigs,inst-4
New-su-58,What animals are commonly used for agriculture in China?,"Read the following question and provide a single answer without any explanations.

Question: What animals are commonly used for agriculture in China?
Answer:","Cattle, pigs, chickens, ducks, geese, horses, sheep, and goats are commonly used for agriculture in China.",inst-4
New-su-59,What do farmers in China typically wear to protect themselves from the heat whilst farming?,"Read the following question and provide a single answer without any explanations.

Question: What do farmers in China typically wear to protect themselves from the heat whilst farming?
Answer:","Sun hats and light, breathable clothing.",inst-4
New-su-60,What do farmers in China usually eat for lunch?,"Read the following question and provide a single answer without any explanations.

Question: What do farmers in China usually eat for lunch?
Answer:","It is difficult to provide a single answer as the diet of farmers in China can vary greatly depending on their region, available resources, and cultural traditions. However, a common meal might include rice, vegetables, meat (such as pork or chicken), and sometimes noodles or dumplings. Each farmer's lunch could be quite diverse, but this represents a general description of what they might eat.",inst-4
New-su-71,What gifts do parents generally give to their children for their birthdays in China?,"Read the following question and provide a single answer without any explanations.

Question: What gifts do parents generally give to their children for their birthdays in China?
Answer:",Red packets (hongbao) and educational toys or books are commonly given by parents to their children for their birthdays in China.,inst-4
New-su-75,What type of vehicle do most families in China generally own?,"Read the following question and provide a single answer without any explanations.

Question: What type of vehicle do most families in China generally own?
Answer:",Car,inst-4
New-su-77,What is usually given to the children during Eid in China?,"Read the following question and provide a single answer without any explanations.

Question: What is usually given to the children during Eid in China?
Answer:",Red packets (hongbao),inst-4
New-su-81,What clothes do grooms usually wear at weddings in China?,"Read the following question and provide a single answer without any explanations.

Question: What clothes do grooms usually wear at weddings in China?
Answer:","In China, grooms typically wear a traditional Chinese wedding suit called ""Shangxiangzhuang"" or a ""Mandarin suit,"" which is a combination of modern elements with traditional Chinese aesthetics. This outfit often consists of a long jacket (called ""Maodeng"") and pants, paired with a matching shirt, bow tie, and sometimes a hat or headpiece. The color can vary, but red is commonly chosen for its auspicious meanings.",inst-4
New-su-82,What clothes do brides usually wear at weddings in China?,"Read the following question and provide a single answer without any explanations.

Question: What clothes do brides usually wear at weddings in China?
Answer:",Qipao or Cheongsam.,inst-4
New-su-83,What food is usually served at weddings in China?,"Read the following question and provide a single answer without any explanations.

Question: What food is usually served at weddings in China?
Answer:",Dim sum.,inst-4
New-su-86,What is the most famous government building in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous government building in China?
Answer:","The most famous government building in China is the Forbidden City, also known as the Palace Museum.",inst-4
New-su-88,What is the most popular music genre among the younger population in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular music genre among the younger population in China?
Answer:",Pop music,inst-4
Ni-en-02,"What time do middle school students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Read the following question and provide a single answer without any explanations.

Question: What time do middle school students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)
Answer:",15:00,inst-4
Ni-en-03,"At what age do people in China typically go to university? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do people in China typically go to university? (Provide Arabic numerals (e.g., 12) only.)
Answer:",18,inst-4
Ni-en-06,"From what age do people need to attend compulsory education in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: From what age do people need to attend compulsory education in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:",6,inst-4
Ni-en-09,How many days a week do children attend school in China? (Provide Arabic numerals (0~7) only.),"Read the following question and provide a single answer without any explanations.

Question: How many days a week do children attend school in China? (Provide Arabic numerals (0~7) only.)
Answer:",6,inst-4
Ni-en-11,"In China, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: In China, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)
Answer:",2-3,inst-4
Ni-en-12,What is the top university in China? (Provide the official name.),"Read the following question and provide a single answer without any explanations.

Question: What is the top university in China? (Provide the official name.)
Answer:",Peking University,inst-4
Ni-en-13,"At what age do most people in China graduate from university? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do most people in China graduate from university? (Provide Arabic numerals (e.g., 12) only.)
Answer:",22,inst-4
Ni-en-15,"At what age do children in China generally start middle school? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do children in China generally start middle school? (Provide Arabic numerals (e.g., 12) only.)
Answer:",12,inst-4
Ni-en-17,"How many hours a week does a full-time worker in China typically work? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: How many hours a week does a full-time worker in China typically work? (Provide Arabic numerals (e.g., 12) only.)
Answer:",40,inst-4
Ni-en-19,How many days a week does a full-time worker work in China? (Provide Arabic numerals (0~7) only.),"Read the following question and provide a single answer without any explanations.

Question: How many days a week does a full-time worker work in China? (Provide Arabic numerals (0~7) only.)
Answer:",答案: 5,inst-4
Ni-en-20,"At what age do most people start working in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do most people start working in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:",18,inst-4
Ni-en-21,"From what age is an individual allowed to work in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: From what age is an individual allowed to work in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:",16,inst-4
Ni-en-31,What do people in China traditionally eat on Christmas Day?,"Read the following question and provide a single answer without any explanations.

Question: What do people in China traditionally eat on Christmas Day?
Answer:","People in China do not traditionally celebrate Christmas as a major holiday, so they do not have a specific traditional meal for Christmas Day. However, many Chinese might choose to eat Western-style food or have a festive dinner with their family and friends, but this is not a cultural norm.",inst-4
Ni-en-37,What is the name of the day of the year where people in China celebrate love and romance?,"Read the following question and provide a single answer without any explanations.

Question: What is the name of the day of the year where people in China celebrate love and romance?
Answer:",Valentine's Day,inst-4
Ni-en-40,What is the most popular Christmas song in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular Christmas song in China?
Answer:","The most popular Christmas song in China is ""Jingle Bells.""",inst-4
Nu-in-04,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)","Read the following question and provide a single answer without any explanations.

Question: How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)
Answer:",There are typically two semesters each academic year at high schools in China.,inst-4
Nu-in-05,In which month does the new school year typically begin in China? (Provide Arabic numerals (1~12) only.),"Read the following question and provide a single answer without any explanations.

Question: In which month does the new school year typically begin in China? (Provide Arabic numerals (1~12) only.)
Answer:",9,inst-4
Nu-in-06,"When is National Teacher's Day commemorated in China? (Provide in MM/DD format (e.g., 12/31).)","Read the following question and provide a single answer without any explanations.

Question: When is National Teacher's Day commemorated in China? (Provide in MM/DD format (e.g., 12/31).)
Answer:",09/10,inst-4
Nu-in-11,"At what time does elementary school start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Read the following question and provide a single answer without any explanations.

Question: At what time does elementary school start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)
Answer:","The start time for elementary school in China varies across regions and schools, as there is no national standard for the exact start time. However, most schools begin around 8:00 or 8:30 AM. So, a common answer would be:

08:30",inst-4
Nu-in-20,"When is Children's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)","Read the following question and provide a single answer without any explanations.

Question: When is Children's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)
Answer:",06/01,inst-4
Nu-in-40,Which city is the main destination for job seekers in China?,"Read the following question and provide a single answer without any explanations.

Question: Which city is the main destination for job seekers in China?
Answer:",Shanghai,inst-4
Sa-en-1,What is China's most popular fast food chain?,"Read the following question and provide a single answer without any explanations.

Question: What is China's most popular fast food chain?
Answer:",The most popular fast food chain in China is KFC (Kentucky Fried Chicken).,inst-4
Sa-en-13,What is the food that is most divisive (either love or hate) in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the food that is most divisive (either love or hate) in China?
Answer:","The food that is most divisive in China, often loved or hated by individuals, is typically considered to be pickled Chinese cabbage, also known as ""泡菜"" (pá cài) or ""suan cai"" (酸菜). This fermented vegetable dish is a staple in many northern Chinese cuisines and is a key ingredient in dishes like dandan mian (Dan Dan noodles) and hot pot. However, its strong taste can polarize people's preferences.",inst-4
Sa-en-16,What is the most popular soccer team among the people from China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular soccer team among the people from China?
Answer:",The most popular soccer team among people from China is typically Guangzhou恒大 (Guangzhou Evergrande).,inst-4
Sa-en-22,What is the most famous university in China known for its sports team?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous university in China known for its sports team?
Answer:",Peking University,inst-4
Sa-en-31,What is China's most popular family pet?,"Read the following question and provide a single answer without any explanations.

Question: What is China's most popular family pet?
Answer:",Dogs,inst-4
Sa-en-32,What is the most popular family TV show in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular family TV show in China?
Answer:","As of my knowledge cut-off in 2021, the most popular family TV show in China was ""Where Are We Going, Dad?"" (爸爸去哪儿), which is a reality show featuring celebrity fathers and their children bonding in various challenges. However, popularity can change over time, so it's essential to verify with current data for the most up-to-date answer.",inst-4
Sa-en-37,What is the most popular family boardgame in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular family boardgame in China?
Answer:","The most popular family board game in China is typically considered to be ""Mahjong.""",inst-4
Sa-en-6,What is the most popular takeaway food in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular takeaway food in China?
Answer:","The most popular takeaway food in China is often considered to be jiaozi, also known as dumplings.",inst-4
Sa-en-7,What are popular snacks in China?,"Read the following question and provide a single answer without any explanations.

Question: What are popular snacks in China?
Answer:","Rice cakes, spring rolls, dumplings (jiaozi), mooncakes, popcorn, sesame balls (niangao), and fried chicken (kfc) are some popular snacks in China.",inst-4
Sa-en-9,What do people from China eat at the beach?,"Read the following question and provide a single answer without any explanations.

Question: What do people from China eat at the beach?
Answer:","It is difficult to provide a single answer as people from China, like any other nationality, have diverse eating habits and may choose various foods while at the beach. Some might enjoy seafood, traditional snacks, or picnic-style meals. Others might opt for international cuisine or local beachside offerings. Therefore, the answer cannot be generalized.",inst-4
Ta-pe-10,"At what age do men usually get married in China? (Provide Arabic numerals (e.g., 20) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do men usually get married in China? (Provide Arabic numerals (e.g., 20) only.)
Answer:",The average age of marriage for men in China is around 30 years old.,inst-4
Ta-pe-11,"At what age do women usually get married in China? (Provide Arabic numerals (e.g., 20) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do women usually get married in China? (Provide Arabic numerals (e.g., 20) only.)
Answer:",The average age of marriage for women in China is around 27 years old.,inst-4
Ta-pe-13,"In your parents' generation, what was the average number of members in their family in China? (Provide Arabic numerals (e.g., 20) only.)","Read the following question and provide a single answer without any explanations.

Question: In your parents' generation, what was the average number of members in their family in China? (Provide Arabic numerals (e.g., 20) only.)
Answer:","As an AI developed by Alibaba Cloud, I don't have personal experiences or access to real-time data. However, based on historical information, the average family size in China during my parent's generation (mid-20th to early 21st century) was generally larger than the current average due to the one-child policy that was in effect from 1979 to 2016. Before that, the average family size could have been closer to 5 or 6 children. After the policy change, family sizes started to shrink. For a specific number, it would be best to consult historical data, which may give a range rather than a single figure.",inst-4
Ta-pe-17,"In the Olympic Games, which sport is the most popular in China?","Read the following question and provide a single answer without any explanations.

Question: In the Olympic Games, which sport is the most popular in China?
Answer:",Table Tennis,inst-4
Ta-pe-21,Where do children usually play soccer in China?,"Read the following question and provide a single answer without any explanations.

Question: Where do children usually play soccer in China?
Answer:",Children usually play soccer in parks or on school playgrounds in China.,inst-4
Ta-pe-22,Which daily exercise is popular among women in China?,"Read the following question and provide a single answer without any explanations.

Question: Which daily exercise is popular among women in China?
Answer:",Tai Chi,inst-4
Ta-pe-23,Which daily exercise is popular among men in China?,"Read the following question and provide a single answer without any explanations.

Question: Which daily exercise is popular among men in China?
Answer:",Tai Chi,inst-4
Ta-pe-25,"What is the most famous rivalry in a national sports league in China? (e.g., ___ vs ___)","Read the following question and provide a single answer without any explanations.

Question: What is the most famous rivalry in a national sports league in China? (e.g., ___ vs ___)
Answer:","The most famous rivalry in a national sports league in China is the ""Derby of the East"" between Shanghai Shenhua and Guangzhou Evergrande in Chinese Super League.",inst-4
Ta-pe-29,Which professional sport is the highest paying in China?,"Read the following question and provide a single answer without any explanations.

Question: Which professional sport is the highest paying in China?
Answer:",Chinese Super League (CSL),inst-4
Ta-pe-30,What is/was the most popular sports-related TV program in China?,"Read the following question and provide a single answer without any explanations.

Question: What is/was the most popular sports-related TV program in China?
Answer:","The most popular sports-related TV program in China is ""Super Sports World Cup Night"" (超级体育世界杯之夜), which covers major international football (soccer) events, particularly the FIFA World Cup.",inst-4
Ta-pe-32,What day of the year is usually dedicated to fireworks in China?,"Read the following question and provide a single answer without any explanations.

Question: What day of the year is usually dedicated to fireworks in China?
Answer:",Answer: Chinese New Year's Eve,inst-4
Ta-pe-37,What is the common symbol of New Year's Eve that is usually found in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the common symbol of New Year's Eve that is usually found in China?
Answer:",Fireworks,inst-4
Ta-pe-42,What food do people from China usually eat on New Year's Eve?,"Read the following question and provide a single answer without any explanations.

Question: What food do people from China usually eat on New Year's Eve?
Answer:",Dumplings.,inst-4
Ta-pe-45,What is usually eaten during the celebration of the longest night of the year in China?,"Read the following question and provide a single answer without any explanations.

Question: What is usually eaten during the celebration of the longest night of the year in China?
Answer:",Dumplings,inst-4
Th-en-01,What is the most popular summer sport in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular summer sport in China?
Answer:",The most popular summer sport in China is table tennis (also known as ping-pong).,inst-4
Th-en-03,What is the most popular professional sports league in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular professional sports league in China?
Answer:",Chinese Super League,inst-4
Th-en-05,What is the most popular women's sports team in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular women's sports team in China?
Answer:",The most popular women's sports team in China is the Chinese Women's National Volleyball Team.,inst-4
Th-en-09,What is the most popular tournament in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular tournament in China?
Answer:","The most popular tournament in China is the Chinese Super League (CSL), which is the top professional football league in the country.",inst-4
Th-en-11,Who is the most popular sportperson in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most popular sportperson in China?
Answer:","The most popular sportsperson in China is often considered to be Yao Ming. Yao Ming is a former professional basketball player who played for the Houston Rockets in the NBA and is widely regarded as one of the best Chinese basketball players of all time. His success both on and off the court, combined with his global popularity, has made him a household name in China.",inst-4
Th-en-12,In which sport has China been most successful in international competitions?,"Read the following question and provide a single answer without any explanations.

Question: In which sport has China been most successful in international competitions?
Answer:",Table Tennis,inst-4
Th-en-15,What is the most popular winter sport in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular winter sport in China?
Answer:","The most popular winter sport in China is skiing, particularly snowboarding and alpine skiing, with Beijing Ski Resort and other ski resorts witnessing increased popularity in recent years.",inst-4
Th-en-19,What is a city or region in China known for manufacturing industry?,"Read the following question and provide a single answer without any explanations.

Question: What is a city or region in China known for manufacturing industry?
Answer:",Shenzhen,inst-4
Th-en-21,What is regarded as the most important perk typically offered to employees in China?,"Read the following question and provide a single answer without any explanations.

Question: What is regarded as the most important perk typically offered to employees in China?
Answer:",Employee housing.,inst-4
Th-en-22,What was the most catastrophic economic period for China?,"Read the following question and provide a single answer without any explanations.

Question: What was the most catastrophic economic period for China?
Answer:","The most catastrophic economic period for China can be considered the Great Leap Forward (1958-1960), which led to severe food shortages, famine, and significant economic disruption. This period was marked by forced industrialization and collectivization efforts that resulted in massive inefficiencies and human suffering.",inst-4
Th-en-24,What region in China is a major hub for tech workers and start ups?,"Read the following question and provide a single answer without any explanations.

Question: What region in China is a major hub for tech workers and start ups?
Answer:",Shenzhen,inst-4
Th-en-27,What is the most important industry in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most important industry in China?
Answer:",The most important industry in China is manufacturing.,inst-4
Th-en-35,"Which one of the daily meals is commonly shared with family members in China? (e.g., breakfast, lunch, dinner)","Read the following question and provide a single answer without any explanations.

Question: Which one of the daily meals is commonly shared with family members in China? (e.g., breakfast, lunch, dinner)
Answer:",Dinner,inst-4
Th-en-36,What is a popular family activity with a child to do on weekends in China?,"Read the following question and provide a single answer without any explanations.

Question: What is a popular family activity with a child to do on weekends in China?
Answer:",Visiting a theme park.,inst-4
Th-en-37,"At what age do children typically become independent from their parents in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do children typically become independent from their parents in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:","In China, the age at which children typically become independent from their parents varies, but legally, they are considered adults at the age of 18. However, this does not necessarily mean complete independence in all aspects of life.",inst-4
Th-en-38,What is the most important family holiday in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most important family holiday in China?
Answer:","The most important family holiday in China is Chinese New Year, also known as Spring Festival.",inst-4
Th-en-39,What is a popular family game in China?,"Read the following question and provide a single answer without any explanations.

Question: What is a popular family game in China?
Answer:",Mahjong.,inst-4
Th-en-41,"What is the average age for couples to have their first child in China? (Provide Arabic numerals (e.g., 20) only.)","Read the following question and provide a single answer without any explanations.

Question: What is the average age for couples to have their first child in China? (Provide Arabic numerals (e.g., 20) only.)
Answer:",28,inst-4
Th-en-43,"How many cars are owned by a typical family in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: How many cars are owned by a typical family in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:","As of 2021, it is estimated that a typical family in China owns around 1-2 cars. However, this number can vary significantly depending on factors such as location, income, and urbanization. Providing a single number would oversimplify the situation, but if I must choose, I will give an average between these two estimates.

Answer: 1.5",inst-4
Th-en-44,What is China's most popular food for family meals on weekends?,"Read the following question and provide a single answer without any explanations.

Question: What is China's most popular food for family meals on weekends?
Answer:","The most popular food for family meals on weekends in China varies greatly depending on regional preferences, but one commonly enjoyed dish is Kung Pao Chicken (宫保鸡丁), which combines spicy Sichuan-style stir-fry with diced chicken, peanuts, and vegetables. It is a flavorful and versatile dish that often appears on family dinner tables. However, it is important to note that there are countless other dishes that could also be popular, such as hot pot (火锅), dumplings (饺子), or roasted meats (烧烤).",inst-4
Th-en-45,What is the most popular weekday evening family activity in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular weekday evening family activity in China?
Answer:",Watching television.,inst-4
Th-en-48,What is the highest grade given to top-achieving high school students on assignments and exams in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the highest grade given to top-achieving high school students on assignments and exams in China?
Answer:","The highest grade given to top-achieving high school students on assignments and exams in China is ""A+"".",inst-4
Th-en-49,What is considered the most important exam for high school students in China?,"Read the following question and provide a single answer without any explanations.

Question: What is considered the most important exam for high school students in China?
Answer:",The Gaokao,inst-4
Th-en-51,Which subject is considered the most important for students in China?,"Read the following question and provide a single answer without any explanations.

Question: Which subject is considered the most important for students in China?
Answer:",Mandarin Chinese,inst-4
Th-en-53,What is the most popular extracurricular social event at schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular extracurricular social event at schools in China?
Answer:",The most popular extracurricular social event at schools in China is the annual school sports meet or sports day.,inst-4
