ID,Translation,prompt,response,prompt_no
Ni-en-21,"From what age is an individual allowed to work in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: From what age is an individual allowed to work in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:",16,inst-4
Ni-en-31,What do people in China traditionally eat on Christmas Day?,"Read the following question and provide a single answer without any explanations.

Question: What do people in China traditionally eat on Christmas Day?
Answer:","In China, Christmas is not a traditional holiday, and there is no specific traditional food associated with Christmas Day for the general population. However, some people who celebrate might opt for Western-style Christmas foods, or just have a regular meal.",inst-4
Ni-en-37,What is the name of the day of the year where people in China celebrate love and romance?,"Read the following question and provide a single answer without any explanations.

Question: What is the name of the day of the year where people in China celebrate love and romance?
Answer:",Qixi Festival,inst-4
Ni-en-40,What is the most popular Christmas song in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular Christmas song in China?
Answer:","""Silent Night"" (平安夜 - Píng'ān Yè)",inst-4
Nu-in-04,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)","Read the following question and provide a single answer without any explanations.

Question: How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)
Answer:",2,inst-4
Nu-in-05,In which month does the new school year typically begin in China? (Provide Arabic numerals (1~12) only.),"Read the following question and provide a single answer without any explanations.

Question: In which month does the new school year typically begin in China? (Provide Arabic numerals (1~12) only.)
Answer:",9,inst-4
Nu-in-06,"When is National Teacher's Day commemorated in China? (Provide in MM/DD format (e.g., 12/31).)","Read the following question and provide a single answer without any explanations.

Question: When is National Teacher's Day commemorated in China? (Provide in MM/DD format (e.g., 12/31).)
Answer:",09/10,inst-4
Nu-in-11,"At what time does elementary school start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Read the following question and provide a single answer without any explanations.

Question: At what time does elementary school start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)
Answer:",08:00,inst-4
Nu-in-20,"When is Children's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)","Read the following question and provide a single answer without any explanations.

Question: When is Children's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)
Answer:",06/01,inst-4
Nu-in-40,Which city is the main destination for job seekers in China?,"Read the following question and provide a single answer without any explanations.

Question: Which city is the main destination for job seekers in China?
Answer:",Shanghai,inst-4
Sa-en-1,What is China's most popular fast food chain?,"Read the following question and provide a single answer without any explanations.

Question: What is China's most popular fast food chain?
Answer:",KFC (Kentucky Fried Chicken),inst-4
Sa-en-13,What is the food that is most divisive (either love or hate) in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the food that is most divisive (either love or hate) in China?
Answer:",Durian,inst-4
Sa-en-16,What is the most popular soccer team among the people from China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular soccer team among the people from China?
Answer:",Guangzhou Evergrande Taobao F.C.,inst-4
Sa-en-22,What is the most famous university in China known for its sports team?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous university in China known for its sports team?
Answer:",Peking University,inst-4
Sa-en-31,What is China's most popular family pet?,"Read the following question and provide a single answer without any explanations.

Question: What is China's most popular family pet?
Answer:",Dogs,inst-4
Sa-en-32,What is the most popular family TV show in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular family TV show in China?
Answer:","The most popular family TV show in China can vary over time, but as of my last update, one of the popular shows was ""Dad, Where Are We Going?"" (Chinese: 爸爸去哪儿). However, please note that popularity can change and there might be new shows that have gained popularity since then.",inst-4
Sa-en-37,What is the most popular family boardgame in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular family boardgame in China?
Answer:",Xiangqi (Chinese Chess),inst-4
Sa-en-6,What is the most popular takeaway food in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular takeaway food in China?
Answer:","Chinese cuisine is diverse, and preferences can vary by region, but one of the most popular takeaway foods in China is dumplings (Jiaozi).",inst-4
Sa-en-7,What are popular snacks in China?,"Read the following question and provide a single answer without any explanations.

Question: What are popular snacks in China?
Answer:","Baozi, jianbing, and Peking duck pancakes.",inst-4
Sa-en-9,What do people from China eat at the beach?,"Read the following question and provide a single answer without any explanations.

Question: What do people from China eat at the beach?
Answer:",Sandwiches,inst-4
Ta-pe-10,"At what age do men usually get married in China? (Provide Arabic numerals (e.g., 20) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do men usually get married in China? (Provide Arabic numerals (e.g., 20) only.)
Answer:",26,inst-4
Ta-pe-11,"At what age do women usually get married in China? (Provide Arabic numerals (e.g., 20) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do women usually get married in China? (Provide Arabic numerals (e.g., 20) only.)
Answer:",26,inst-4
Ta-pe-13,"In your parents' generation, what was the average number of members in their family in China? (Provide Arabic numerals (e.g., 20) only.)","Read the following question and provide a single answer without any explanations.

Question: In your parents' generation, what was the average number of members in their family in China? (Provide Arabic numerals (e.g., 20) only.)
Answer:",4.9,inst-4
Ta-pe-17,"In the Olympic Games, which sport is the most popular in China?","Read the following question and provide a single answer without any explanations.

Question: In the Olympic Games, which sport is the most popular in China?
Answer:",Table Tennis,inst-4
Ta-pe-21,Where do children usually play soccer in China?,"Read the following question and provide a single answer without any explanations.

Question: Where do children usually play soccer in China?
Answer:",Football fields or public parks.,inst-4
Ta-pe-22,Which daily exercise is popular among women in China?,"Read the following question and provide a single answer without any explanations.

Question: Which daily exercise is popular among women in China?
Answer:",Square dancing (广场舞),inst-4
Ta-pe-23,Which daily exercise is popular among men in China?,"Read the following question and provide a single answer without any explanations.

Question: Which daily exercise is popular among men in China?
Answer:",Jogging.,inst-4
Ta-pe-25,"What is the most famous rivalry in a national sports league in China? (e.g., ___ vs ___)","Read the following question and provide a single answer without any explanations.

Question: What is the most famous rivalry in a national sports league in China? (e.g., ___ vs ___)
Answer:",Beijing Guoan vs Shanghai Shenhua,inst-4
Ta-pe-29,Which professional sport is the highest paying in China?,"Read the following question and provide a single answer without any explanations.

Question: Which professional sport is the highest paying in China?
Answer:",Basketball,inst-4
Ta-pe-30,What is/was the most popular sports-related TV program in China?,"Read the following question and provide a single answer without any explanations.

Question: What is/was the most popular sports-related TV program in China?
Answer:",CCTV-5's sports programming,inst-4
Ta-pe-32,What day of the year is usually dedicated to fireworks in China?,"Read the following question and provide a single answer without any explanations.

Question: What day of the year is usually dedicated to fireworks in China?
Answer:",Chinese New Year,inst-4
Ta-pe-37,What is the common symbol of New Year's Eve that is usually found in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the common symbol of New Year's Eve that is usually found in China?
Answer:",Red lanterns,inst-4
Ta-pe-42,What food do people from China usually eat on New Year's Eve?,"Read the following question and provide a single answer without any explanations.

Question: What food do people from China usually eat on New Year's Eve?
Answer:",Dumplings,inst-4
Ta-pe-45,What is usually eaten during the celebration of the longest night of the year in China?,"Read the following question and provide a single answer without any explanations.

Question: What is usually eaten during the celebration of the longest night of the year in China?
Answer:",Tangyuan (sweet rice balls),inst-4
Th-en-01,What is the most popular summer sport in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular summer sport in China?
Answer:",Table Tennis,inst-4
Th-en-03,What is the most popular professional sports league in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular professional sports league in China?
Answer:",Chinese Basketball Association (CBA),inst-4
Th-en-05,What is the most popular women's sports team in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular women's sports team in China?
Answer:",China women's national volleyball team,inst-4
Th-en-09,What is the most popular tournament in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular tournament in China?
Answer:",The League of Legends Pro League (LPL) is one of the most popular tournaments in China.,inst-4
Th-en-11,Who is the most popular sportperson in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most popular sportperson in China?
Answer:",Yao Ming,inst-4
Th-en-12,In which sport has China been most successful in international competitions?,"Read the following question and provide a single answer without any explanations.

Question: In which sport has China been most successful in international competitions?
Answer:",Table Tennis,inst-4
Th-en-15,What is the most popular winter sport in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular winter sport in China?
Answer:",Skiing,inst-4
Th-en-19,What is a city or region in China known for manufacturing industry?,"Read the following question and provide a single answer without any explanations.

Question: What is a city or region in China known for manufacturing industry?
Answer:",Shenzhen,inst-4
Th-en-21,What is regarded as the most important perk typically offered to employees in China?,"Read the following question and provide a single answer without any explanations.

Question: What is regarded as the most important perk typically offered to employees in China?
Answer:",Housing allowance or housing benefits.,inst-4
Th-en-22,What was the most catastrophic economic period for China?,"Read the following question and provide a single answer without any explanations.

Question: What was the most catastrophic economic period for China?
Answer:",The Great Chinese Famine (1959-1961) during the Great Leap Forward.,inst-4
Th-en-24,What region in China is a major hub for tech workers and start ups?,"Read the following question and provide a single answer without any explanations.

Question: What region in China is a major hub for tech workers and start ups?
Answer:",Shenzhen,inst-4
Th-en-27,What is the most important industry in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most important industry in China?
Answer:",Manufacturing.,inst-4
Th-en-35,"Which one of the daily meals is commonly shared with family members in China? (e.g., breakfast, lunch, dinner)","Read the following question and provide a single answer without any explanations.

Question: Which one of the daily meals is commonly shared with family members in China? (e.g., breakfast, lunch, dinner)
Answer:",Dinner,inst-4
Th-en-36,What is a popular family activity with a child to do on weekends in China?,"Read the following question and provide a single answer without any explanations.

Question: What is a popular family activity with a child to do on weekends in China?
Answer:",Visiting parks or playgrounds.,inst-4
Th-en-37,"At what age do children typically become independent from their parents in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do children typically become independent from their parents in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:",18,inst-4
Th-en-38,What is the most important family holiday in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most important family holiday in China?
Answer:",Chinese New Year (Spring Festival),inst-4
Th-en-39,What is a popular family game in China?,"Read the following question and provide a single answer without any explanations.

Question: What is a popular family game in China?
Answer:",Mahjong,inst-4
Th-en-41,"What is the average age for couples to have their first child in China? (Provide Arabic numerals (e.g., 20) only.)","Read the following question and provide a single answer without any explanations.

Question: What is the average age for couples to have their first child in China? (Provide Arabic numerals (e.g., 20) only.)
Answer:",27,inst-4
Th-en-43,"How many cars are owned by a typical family in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: How many cars are owned by a typical family in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:",1,inst-4
Th-en-44,What is China's most popular food for family meals on weekends?,"Read the following question and provide a single answer without any explanations.

Question: What is China's most popular food for family meals on weekends?
Answer:",Dumplings (Jiaozi),inst-4
Th-en-45,What is the most popular weekday evening family activity in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular weekday evening family activity in China?
Answer:",Watching television.,inst-4
Th-en-48,What is the highest grade given to top-achieving high school students on assignments and exams in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the highest grade given to top-achieving high school students on assignments and exams in China?
Answer:","A (or 优秀, which means ""Excellent"" in Chinese grading system)",inst-4
Th-en-49,What is considered the most important exam for high school students in China?,"Read the following question and provide a single answer without any explanations.

Question: What is considered the most important exam for high school students in China?
Answer:",Gaokao,inst-4
Th-en-51,Which subject is considered the most important for students in China?,"Read the following question and provide a single answer without any explanations.

Question: Which subject is considered the most important for students in China?
Answer:",Mathematics,inst-4
Th-en-53,What is the most popular extracurricular social event at schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular extracurricular social event at schools in China?
Answer:",The Spring Festival Gala (also known as the Chinese New Year Gala),inst-4
Th-en-58,What is the most advanced math subject learned before university in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most advanced math subject learned before university in China?
Answer:",Pre-calculus (高等数学准备/高中数学).,inst-4
Tmp-ar-01,Where do university students in China usually go to study for their final exams?,"Read the following question and provide a single answer without any explanations.

Question: Where do university students in China usually go to study for their final exams?
Answer:",University library or study rooms.,inst-4
Tmp-ar-02,What is a common public transport that people use to go to university in China?,"Read the following question and provide a single answer without any explanations.

Question: What is a common public transport that people use to go to university in China?
Answer:",Bus,inst-4
Tmp-ar-04,What do elementary students in China usually do after school?,"Read the following question and provide a single answer without any explanations.

Question: What do elementary students in China usually do after school?
Answer:",Homework or attend extracurricular classes.,inst-4
