ID,Translation,prompt,response,prompt_no
New-pe-59,"How many generations typically live together in a household in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many generations typically live together in a household in China? (Provide Arabic numerals (e.g., 12) only.)","In China, it is common for three generations to live together, which would be represented as 3. However, this can vary depending on family dynamics and modern living arrangements.",pers-3
New-pe-65,"How many subjects are taught in middle schools in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many subjects are taught in middle schools in China? (Provide Arabic numerals (e.g., 12) only.)",九 (jiǔ),pers-3
New-pe-66,What is the most popular after school curricular in elementary schools in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular after school curricular in elementary schools in China?",Mandarin Chinese language classes.,pers-3
New-pe-74,How much is the average annual tuition fee for public universities in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How much is the average annual tuition fee for public universities in China?","The average annual tuition fee for public universities in China is around 5,000 to 8,000 Chinese yuan (approximately $720 to $1,150 USD) per student. However, it varies depending on the region and specific university. Some provinces offer lower fees or have financial aid programs to support students.",pers-3
New-pe-76,What is a popular activity to do in parks in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is a popular activity to do in parks in China?",Tai Chi.,pers-3
New-pe-78,What is the name of the most famous film festival held in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the name of the most famous film festival held in China?",The most famous film festival in China is the Shanghai International Film Festival.,pers-3
New-pe-83,What is the popular card game played during social gatherings in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the popular card game played during social gatherings in China?",Mahjong,pers-3
New-pe-85,Where is the most popular tourist destination abroad for people from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Where is the most popular tourist destination abroad for people from China?","The most popular tourist destination abroad for people from China is usually Europe, particularly Paris, France.",pers-3
New-pe-86,What is the name of the most famous tower in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the name of the most famous tower in China?",The most famous tower in China is the Great Wall of China.,pers-3
New-spme-01,What edible insect is eaten most often in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What edible insect is eaten most often in China?",Dragonfly larvae (also known as 'hoppers' or 'silk worms') are commonly consumed in some parts of China.,pers-3
New-spme-04,Which agricultural product is exported most often in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which agricultural product is exported most often in China?",Tea.,pers-3
New-spme-05,What are the most popular sweets in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the most popular sweets in China?","Rice cakes (niangao), mooncakes, Tangyuan (glutinous rice balls), and sugar-coated haws (糖葫芦) are some of the most popular sweets in China.",pers-3
New-spme-15,What is the most popular sports drink in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular sports drink in China?",The most popular sports drink in China is Harbin Beer.,pers-3
New-spme-27,What is the average education level for people in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the average education level for people in China?",9 years,pers-3
New-spme-37,Which profession is most commonly studied abroad by students from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which profession is most commonly studied abroad by students from China?",Engineering.,pers-3
New-spme-60,"Which day of the week do most families in China practice religious activities? (e.g. Monday, Tuesday)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which day of the week do most families in China practice religious activities? (e.g. Monday, Tuesday)",Sundays,pers-3
New-spme-65,What is the most popular way to celebrate Independence Day in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular way to celebrate Independence Day in China?","National Day celebrations in China include parades, fireworks, and flag-raising ceremonies on October 1st.",pers-3
New-spme-68,What is the most popular beverage among children in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular beverage among children in China?",Jiaozi tea (also known as bubble milk tea or pearl milk tea).,pers-3
New-spme-76,What is the most popular place in China to celebrate Independence Day?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular place in China to celebrate Independence Day?",Tiananmen Square,pers-3
New-spme-78,What is the name of the song that is typically sung at birthday parties in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the name of the song that is typically sung at birthday parties in China?","""Happy Birthday to You"" (生日快乐)",pers-3
New-su-01,What snacks are usually sold in front of schools in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What snacks are usually sold in front of schools in China?","In China, snacks commonly sold in front of schools include baozi (steamed buns), Jianbing (Chinese crepes), tanghulu (candied fruit on a stick), potato chips, and mooncakes (during special occasions).",pers-3
New-su-09,What oil is usually used for cooking in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What oil is usually used for cooking in China?",Soybean oil.,pers-3
New-su-10,What food is commonly consumed by pregnant women in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is commonly consumed by pregnant women in China?",Yogurt with red dates.,pers-3
New-su-15,What is the most popular traditional non-alcoholic drink in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular traditional non-alcoholic drink in China?",Tea (cha),pers-3
New-su-17,What sports facilities are generally available in parks in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports facilities are generally available in parks in China?","Public sports facilities in Chinese parks often include basketball courts, tennis courts, soccer fields, exercise equipment, and sometimes outdoor gyms.",pers-3
New-su-21,What are the common activities that seniors usually do in parks in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the common activities that seniors usually do in parks in China?",Tai Chi and dancing.,pers-3
New-su-24,What sports do parents and children commonly play together in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports do parents and children commonly play together in China?",Jianzi (踢毽子),pers-3
New-su-28,What color is associated with the national soccer team of China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What color is associated with the national soccer team of China?",Red.,pers-3
New-su-33,What is the common dress code for school teachers in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the common dress code for school teachers in China?","Formal attire, typically a suit or a conservative dress for women.",pers-3
New-su-34,What is the most popular extracurricular activity related to music in schools in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular extracurricular activity related to music in schools in China?","Singing and dancing groups, particularly folk song and dance ensembles.",pers-3
New-su-42,What religion is mainly taught in schools in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What religion is mainly taught in schools in China?",State atheism.,pers-3
New-su-45,"What date is Education Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What date is Education Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",09/10,pers-3
New-su-50,What is the main occupation of people in mountainous areas in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the main occupation of people in mountainous areas in China?",Agriculture and forestry.,pers-3
New-su-51,What is the main occupation of people in coastal areas in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the main occupation of people in coastal areas in China?",Fishing and seafood industries.,pers-3
New-su-57,What is the most common livestock raised in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common livestock raised in China?",Pigs.,pers-3
New-su-58,What animals are commonly used for agriculture in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What animals are commonly used for agriculture in China?","Horses, cows, pigs, chickens, ducks, and goats.",pers-3
New-su-59,What do farmers in China typically wear to protect themselves from the heat whilst farming?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do farmers in China typically wear to protect themselves from the heat whilst farming?","Peaked hats or straw hats, and light, breathable clothing like long-sleeved shirts and loose pants.",pers-3
New-su-60,What do farmers in China usually eat for lunch?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do farmers in China usually eat for lunch?",Rice and vegetables.,pers-3
New-su-71,What gifts do parents generally give to their children for their birthdays in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What gifts do parents generally give to their children for their birthdays in China?",Red envelopes with money.,pers-3
New-su-75,What type of vehicle do most families in China generally own?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of vehicle do most families in China generally own?",Private cars.,pers-3
New-su-77,What is usually given to the children during Eid in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is usually given to the children during Eid in China?",Red packets (hongbao),pers-3
New-su-81,What clothes do grooms usually wear at weddings in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What clothes do grooms usually wear at weddings in China?","The groom usually wears a traditional Chinese wedding suit, which is a red Mandarin collar shirt paired with black or blue dress pants and a bow tie. For more formal ceremonies, he might also wear a ""zhongshan suit,"" a type of tailored suit with a distinctive中山装 design.",pers-3
New-su-82,What clothes do brides usually wear at weddings in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What clothes do brides usually wear at weddings in China?",Qipao or Cheongsam.,pers-3
New-su-83,What food is usually served at weddings in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is usually served at weddings in China?","Peking duck, dumplings (jiaozi), and a variety of traditional banquet dishes.",pers-3
New-su-86,What is the most famous government building in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous government building in China?","The most famous government building in China is the Forbidden City, also known as the Palace Museum.",pers-3
New-su-88,What is the most popular music genre among the younger population in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular music genre among the younger population in China?","Pop music, particularly Chinese pop (C-pop) and hip-hop.",pers-3
Ni-en-02,"What time do middle school students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What time do middle school students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)",15:00,pers-3
Ni-en-03,"At what age do people in China typically go to university? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what age do people in China typically go to university? (Provide Arabic numerals (e.g., 12) only.)",18,pers-3
Ni-en-06,"From what age do people need to attend compulsory education in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

From what age do people need to attend compulsory education in China? (Provide Arabic numerals (e.g., 12) only.)",6,pers-3
Ni-en-09,How many days a week do children attend school in China? (Provide Arabic numerals (0~7) only.),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many days a week do children attend school in China? (Provide Arabic numerals (0~7) only.)",6,pers-3
Ni-en-11,"In China, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In China, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)",2-3,pers-3
Ni-en-12,What is the top university in China? (Provide the official name.),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the top university in China? (Provide the official name.)",Tsinghua University,pers-3
Ni-en-13,"At what age do most people in China graduate from university? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what age do most people in China graduate from university? (Provide Arabic numerals (e.g., 12) only.)",22-23,pers-3
Ni-en-15,"At what age do children in China generally start middle school? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what age do children in China generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",12,pers-3
Ni-en-17,"How many hours a week does a full-time worker in China typically work? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many hours a week does a full-time worker in China typically work? (Provide Arabic numerals (e.g., 12) only.)",40-50,pers-3
Ni-en-19,How many days a week does a full-time worker work in China? (Provide Arabic numerals (0~7) only.),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many days a week does a full-time worker work in China? (Provide Arabic numerals (0~7) only.)",5,pers-3
Ni-en-20,"At what age do most people start working in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what age do most people start working in China? (Provide Arabic numerals (e.g., 12) only.)",18,pers-3
Ni-en-21,"From what age is an individual allowed to work in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

From what age is an individual allowed to work in China? (Provide Arabic numerals (e.g., 12) only.)",16,pers-3
Ni-en-31,What do people in China traditionally eat on Christmas Day?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people in China traditionally eat on Christmas Day?","People in China traditionally do not celebrate Christmas with the same customs as Western countries, so they don't have a specific traditional meal for Christmas Day. However, some might have a festive dinner with family, which could include dishes like dumplings, roast pork, or a big feast.",pers-3
Ni-en-37,What is the name of the day of the year where people in China celebrate love and romance?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the name of the day of the year where people in China celebrate love and romance?",Valentine's Day.,pers-3
Ni-en-40,What is the most popular Christmas song in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular Christmas song in China?","""Little Apple"" by Chopsticks Brothers",pers-3
Nu-in-04,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)",There are usually three semesters each academic year at high schools in China.,pers-3
Nu-in-05,In which month does the new school year typically begin in China? (Provide Arabic numerals (1~12) only.),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In which month does the new school year typically begin in China? (Provide Arabic numerals (1~12) only.)",9,pers-3
Nu-in-06,"When is National Teacher's Day commemorated in China? (Provide in MM/DD format (e.g., 12/31).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When is National Teacher's Day commemorated in China? (Provide in MM/DD format (e.g., 12/31).)",09/10,pers-3
Nu-in-11,"At what time does elementary school start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what time does elementary school start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",08:00,pers-3
Nu-in-20,"When is Children's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When is Children's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",06/01,pers-3
Nu-in-40,Which city is the main destination for job seekers in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which city is the main destination for job seekers in China?",Shanghai,pers-3
Sa-en-1,What is China's most popular fast food chain?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is China's most popular fast food chain?",The most popular fast food chain in China is KFC (Kentucky Fried Chicken).,pers-3
Sa-en-13,What is the food that is most divisive (either love or hate) in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the food that is most divisive (either love or hate) in China?",Hot pot.,pers-3
Sa-en-16,What is the most popular soccer team among the people from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular soccer team among the people from China?",The most popular soccer team in China is Shanghai SIPG (Soccer Club).,pers-3
Sa-en-22,What is the most famous university in China known for its sports team?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous university in China known for its sports team?",Tsinghua University.,pers-3
Sa-en-31,What is China's most popular family pet?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is China's most popular family pet?",The most popular family pet in China is the dog.,pers-3
Sa-en-32,What is the most popular family TV show in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular family TV show in China?","The most popular family TV show in China is ""Sisters Who Make Waves.""",pers-3
Sa-en-37,What is the most popular family boardgame in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular family boardgame in China?","The most popular family boardgame in China is ""Mahjong.""",pers-3
Sa-en-6,What is the most popular takeaway food in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular takeaway food in China?",Dumplings.,pers-3
Sa-en-7,What are popular snacks in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are popular snacks in China?","Spring rolls, dumplings, mooncakes, baozi, and popcorn (in movie theaters).",pers-3
Sa-en-9,What do people from China eat at the beach?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people from China eat at the beach?",Beach snacks and seafood.,pers-3
Ta-pe-10,"At what age do men usually get married in China? (Provide Arabic numerals (e.g., 20) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what age do men usually get married in China? (Provide Arabic numerals (e.g., 20) only.)",The average age of marriage for men in China is around 30 years old.,pers-3
Ta-pe-11,"At what age do women usually get married in China? (Provide Arabic numerals (e.g., 20) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what age do women usually get married in China? (Provide Arabic numerals (e.g., 20) only.)",22-25,pers-3
Ta-pe-13,"In your parents' generation, what was the average number of members in their family in China? (Provide Arabic numerals (e.g., 20) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In your parents' generation, what was the average number of members in their family in China? (Provide Arabic numerals (e.g., 20) only.)",4,pers-3
Ta-pe-17,"In the Olympic Games, which sport is the most popular in China?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In the Olympic Games, which sport is the most popular in China?",Table Tennis,pers-3
Ta-pe-21,Where do children usually play soccer in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Where do children usually play soccer in China?","Children in China often play soccer in parks, school playgrounds, or specially designed sports fields.",pers-3
Ta-pe-22,Which daily exercise is popular among women in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which daily exercise is popular among women in China?",Tai Chi.,pers-3
Ta-pe-23,Which daily exercise is popular among men in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which daily exercise is popular among men in China?",Tai Chi.,pers-3
Ta-pe-25,"What is the most famous rivalry in a national sports league in China? (e.g., ___ vs ___)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous rivalry in a national sports league in China? (e.g., ___ vs ___)",Chinese Super League: Guangzhou恒大 vs Shandong鲁能.,pers-3
Ta-pe-29,Which professional sport is the highest paying in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which professional sport is the highest paying in China?",Chinese Professional Basketball League (CBA),pers-3
Ta-pe-30,What is/was the most popular sports-related TV program in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is/was the most popular sports-related TV program in China?","The most popular sports-related TV program in China was ""Football Night"" (足球之夜), which aired on CCTV5.",pers-3
Ta-pe-32,What day of the year is usually dedicated to fireworks in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What day of the year is usually dedicated to fireworks in China?",Lantern Festival.,pers-3
Ta-pe-37,What is the common symbol of New Year's Eve that is usually found in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the common symbol of New Year's Eve that is usually found in China?",Fireworks.,pers-3
Ta-pe-42,What food do people from China usually eat on New Year's Eve?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food do people from China usually eat on New Year's Eve?",Dumplings (Jiaozi).,pers-3
Ta-pe-45,What is usually eaten during the celebration of the longest night of the year in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is usually eaten during the celebration of the longest night of the year in China?",Dumplings (Jiaozi),pers-3
Th-en-01,What is the most popular summer sport in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular summer sport in China?",Table tennis.,pers-3
Th-en-03,What is the most popular professional sports league in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular professional sports league in China?",Chinese Super League (CSL),pers-3
Th-en-05,What is the most popular women's sports team in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular women's sports team in China?",Volleyball Team.,pers-3
Th-en-09,What is the most popular tournament in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular tournament in China?","The most popular tournament in China is the Chinese Super League (CSL), which is a professional football league.",pers-3
Th-en-11,Who is the most popular sportperson in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most popular sportperson in China?",The most popular sportsperson in China is typically Yao Ming.,pers-3
Th-en-12,In which sport has China been most successful in international competitions?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In which sport has China been most successful in international competitions?",Table Tennis.,pers-3
Th-en-15,What is the most popular winter sport in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular winter sport in China?",Skiing.,pers-3
Th-en-19,What is a city or region in China known for manufacturing industry?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is a city or region in China known for manufacturing industry?",Shenzhen,pers-3
Th-en-21,What is regarded as the most important perk typically offered to employees in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is regarded as the most important perk typically offered to employees in China?",Employee housing.,pers-3
Th-en-22,What was the most catastrophic economic period for China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What was the most catastrophic economic period for China?",The most catastrophic economic period for China was the Great Leap Forward and the subsequent famine (1958-1962).,pers-3
Th-en-24,What region in China is a major hub for tech workers and start ups?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What region in China is a major hub for tech workers and start ups?",Shenzhen,pers-3
Th-en-27,What is the most important industry in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most important industry in China?",Manufacturing.,pers-3
Th-en-35,"Which one of the daily meals is commonly shared with family members in China? (e.g., breakfast, lunch, dinner)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which one of the daily meals is commonly shared with family members in China? (e.g., breakfast, lunch, dinner)",Dinner.,pers-3
Th-en-36,What is a popular family activity with a child to do on weekends in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is a popular family activity with a child to do on weekends in China?","Visit a theme park or amusement park, such as Disneyland Shanghai or Happy Valley.",pers-3
Th-en-37,"At what age do children typically become independent from their parents in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what age do children typically become independent from their parents in China? (Provide Arabic numerals (e.g., 12) only.)",20-25,pers-3
Th-en-38,What is the most important family holiday in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most important family holiday in China?",Spring Festival (Chinese New Year).,pers-3
Th-en-39,What is a popular family game in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is a popular family game in China?",Mahjong.,pers-3
Th-en-41,"What is the average age for couples to have their first child in China? (Provide Arabic numerals (e.g., 20) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the average age for couples to have their first child in China? (Provide Arabic numerals (e.g., 20) only.)",28,pers-3
Th-en-43,"How many cars are owned by a typical family in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many cars are owned by a typical family in China? (Provide Arabic numerals (e.g., 12) only.)","It varies greatly depending on factors like location, income, and urbanization, but a rough estimate for a typical family in China would be around 1-2 cars.",pers-3
Th-en-44,What is China's most popular food for family meals on weekends?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is China's most popular food for family meals on weekends?",Kung Pao Chicken.,pers-3
Th-en-45,What is the most popular weekday evening family activity in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular weekday evening family activity in China?",Watching television together.,pers-3
Th-en-48,What is the highest grade given to top-achieving high school students on assignments and exams in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the highest grade given to top-achieving high school students on assignments and exams in China?","In China, the highest grade given to top-achieving high school students on assignments and exams is ""A+"" or ""满分"".",pers-3
Th-en-49,What is considered the most important exam for high school students in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is considered the most important exam for high school students in China?",The Gaokao.,pers-3
Th-en-51,Which subject is considered the most important for students in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which subject is considered the most important for students in China?",Mathematics.,pers-3
