id,en_question,answer,verifier_decision,raw_answer,verifier_reason
Ta-pe-32,What day of the year is usually dedicated to fireworks in China?,Chinese New Year,ACCEPT,Chinese New Year,"The answer is culturally appropriate as fireworks are commonly associated with Chinese New Year, and the English is simple and easy to understand."
Ta-pe-37,What is the common symbol of New Year's Eve that is usually found in China?,Red lanterns,ACCEPT,Red lanterns,Red lanterns are a culturally appropriate and common symbol associated with the Chinese Lunar New Year.
Ta-pe-42,What food do people from China usually eat on New Year's Eve?,Dumplings,ACCEPT,Dumplings,Dumplings are a traditional and culturally appropriate food commonly eaten during Chinese Lunar New Year (Spring Festival) in China.
Ta-pe-45,What is usually eaten during the celebration of the longest night of the year in China?,Dumplings,ACCEPT,Dumplings,"Dumplings are traditionally eaten during the Winter Solstice, which is the longest night of the year in China."
Th-en-01,What is the most popular summer sport in China?,Swimming,ACCEPT,Swimming,Swimming is a popular summer sport in China and the English is simple and easy to understand.
Th-en-03,What is the most popular professional sports league in China?,Chinese Basketball Association (CBA),ACCEPT,Chinese Basketball Association (CBA),"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
Th-en-05,What is the most popular women's sports team in China?,The Chinese Women's National Volleyball Team,ACCEPT,The Chinese Women's National Volleyball Team,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
Th-en-09,What is the most popular tournament in China?,The Chinese Super League (football),ACCEPT,The Chinese Super League (football),"The Chinese Super League is a well-known and popular football tournament in China, making the answer culturally appropriate and typical. The English used is simple and easy to understand."
Th-en-11,Who is the most popular sportperson in China?,Yao Ming,ACCEPT,Yao Ming,"Yao Ming is a well-known and popular sports figure in China, especially among young people."
Th-en-12,In which sport has China been most successful in international competitions?,Table Tennis,ACCEPT,Table Tennis,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
Th-en-15,What is the most popular winter sport in China?,Skiing,ACCEPT,Skiing,"Skiing is a popular winter sport in China, especially among young people, and the English is simple and easy to understand."
Th-en-19,What is a city or region in China known for manufacturing industry?,Shenzhen,ACCEPT,Shenzhen,Shenzhen is well-known for its manufacturing industry and the English is simple and clear.
Th-en-21,What is regarded as the most important perk typically offered to employees in China?,Health insurance,ACCEPT,Health insurance,Health insurance is a common and important perk offered to employees in China.
Th-en-22,What was the most catastrophic economic period for China?,The Great Chinese Famine,ACCEPT,The Great Chinese Famine,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
Th-en-24,What region in China is a major hub for tech workers and start ups?,"Silicon Valley of China, Shenzhen",ACCEPT,"Silicon Valley of China, Shenzhen",The answer is culturally appropriate and typical in China. Shenzhen is commonly referred to as the 'Silicon Valley of China' and is well-known as a major hub for tech workers and startups.
Th-en-27,What is the most important industry in China?,Manufacturing,ACCEPT,Manufacturing,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
Th-en-35,"Which one of the daily meals is commonly shared with family members in China? (e.g., breakfast, lunch, dinner)",Dinner,ACCEPT,Dinner,Dinner is commonly shared with family members in China and the English is simple and easy to understand.
Th-en-36,What is a popular family activity with a child to do on weekends in China?,Visiting parks or museums,ACCEPT,Visiting parks or museums,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
Th-en-37,"At what age do children typically become independent from their parents in China? (Provide Arabic numerals (e.g., 12) only.)",28,ACCEPT,28,The age of 28 is culturally appropriate and typical for when children in China become independent from their parents.
Th-en-38,What is the most important family holiday in China?,Chinese New Year,ACCEPT,Chinese New Year,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
Th-en-39,What is a popular family game in China?,Mahjong,ACCEPT,Mahjong,Mahjong is a culturally appropriate and typical family game in China.
Th-en-41,"What is the average age for couples to have their first child in China? (Provide Arabic numerals (e.g., 20) only.)",27,ACCEPT,27,The answer is culturally appropriate and typical for China. The English is simple and easy to understand.
Th-en-43,"How many cars are owned by a typical family in China? (Provide Arabic numerals (e.g., 12) only.)",1,ACCEPT,1,"The answer is culturally appropriate and typical for China, and the English is simple and easy to understand."
Th-en-44,What is China's most popular food for family meals on weekends?,Dumplings,ACCEPT,Dumplings,"Dumplings are a culturally appropriate and typical food for family meals in China, especially on weekends."
Th-en-45,What is the most popular weekday evening family activity in China?,Watching TV,REVISE,Watching TV or playing board games,"Watching TV is common, but playing board games is less typical for weekday evenings in China."
Th-en-48,What is the highest grade given to top-achieving high school students on assignments and exams in China?,100,REVISE,A+:,"The grading system in China typically uses numerical scores, not letter grades like A+."
Th-en-49,What is considered the most important exam for high school students in China?,The Gaokao exam,ACCEPT,The Gaokao exam,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
Th-en-51,Which subject is considered the most important for students in China?,Mathematics,ACCEPT,Mathematics,"Mathematics is indeed considered a very important subject in China, and the English used is simple and easy to understand."
Th-en-53,What is the most popular extracurricular social event at schools in China?,Sports meet,ACCEPT,Sports meet,The answer 'Sports meet' is culturally appropriate and typical in China as sports events are popular extracurricular activities in schools. The English is simple and easy to understand.
Th-en-58,What is the most advanced math subject learned before university in China?,Calculus,ACCEPT,Calculus,Calculus is a typical advanced math subject learned before university in China.
Tmp-ar-01,Where do university students in China usually go to study for their final exams?,Library or study rooms in their dormitories.,ACCEPT,Library or study rooms in their dormitories.,The answer is culturally appropriate and typical for university students in China. The English is simple and easy to understand.
Tmp-ar-02,What is a common public transport that people use to go to university in China?,Bus or subway,ACCEPT,Bus or subway,The answer is culturally appropriate and typical for public transport in China. The English is simple and easy to understand.
Tmp-ar-04,What do elementary students in China usually do after school?,"They usually do homework, attend tutoring classes or extracurricular activities.",ACCEPT,"They usually do homework, attend tutoring classes or extracurricular activities.",The answer is culturally appropriate and typical for elementary students in China. The English is simple and easy to understand.
